,"X,Y","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Lab ERNC""
00:90:4C:91:00:03","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""AP_1612927617""
BC:54:F9:FC:7F:60","""Informatica_IS2-2""
00:4F:67:04:E5:70","""Microondas""
48:F8:B3:22:4D:4B","""Docentes FI""
0E:18:D6:CB:01:A4","""LabSerc 2.4""
94:10:3E:86:13:20","""FabLab""
AC:84:C6:3E:EF:51","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""UdeC""
84:D4:7E:29:3E:80","""eduroam""
84:D4:7E:29:3E:82","""Die231""
EC:08:6B:42:B5:4A","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""Lab 212""
00:23:CD:18:65:9C","""Sistemas Electronicos""
64:70:02:40:6C:DE","""linksys""
00:25:9C:98:4B:7D","""LCDA""
B0:48:7A:DE:14:8C","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""Vibraciones""
50:C7:BF:DD:C3:B3","""MII2011""
74:EA:3A:C6:29:A0","""WiFi-UdeC""
84:D4:7E:29:3E:81","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""Docentes FI""
0E:18:D6:6B:17:8E","""SMA1930055648""
B0:72:BF:05:3C:3D","""Baxter""
EC:22:80:F3:EB:EA","""labceramicos""
E8:DE:27:7F:69:DC"
30,"(0,0)",-43,-69,-59,-65,-73,-79,-71,-73,-77,-85,-67,-77,-75,-77,-55,-81,-71,-83,-77,-65,-69,-87,-75,-81,-85,-87,-89,-89
31,"(0,0)",-45,-69,-61,-63,-67,-79,-71,-73,-77,-73,-67,-75,-75,-77,-57,-85,-75,-73,-79,-71,-67,-83,-77,-81,-85,-87,-89,-89
32,"(0,0)",-41,-71,-59,-63,-63,-73,-73,-75,-77,-79,-67,-75,-75,-79,-59,-85,-75,-79,-79,-67,-69,-83,-75,-81,-85,-83,-89,-89
33,"(0,0)",-45,-69,-59,-63,-65,-79,-71,-81,-77,-73,-65,-77,-75,-79,-55,-85,-75,-81,-79,-67,-71,-83,-77,-81,-83,-89,-85,-77
34,"(0,0)",-65,-67,-59,-63,-67,-71,-71,-83,-77,-73,-67,-77,-75,-79,-57,-85,-75,-77,-73,-75,-71,-85,-77,-77,-85,-89,-85,-77
35,"(0,0)",-43,-71,-83,-63,-67,-81,-73,-83,-77,-73,-67,-75,-75,-79,-57,-85,-73,-81,-79,-67,-71,-87,-77,-75,-83,-89,-85,-79
36,"(0,0)",-45,-71,-83,-63,-67,-79,-71,-75,-77,-79,-65,-77,-77,-75,-57,-83,-73,-79,-79,-71,-71,-83,-75,-75,-79,-89,-89,-79
37,"(0,0)",-41,-69,-59,-63,-65,-77,-73,-75,-77,-77,-67,-77,-77,-75,-59,-83,-75,-79,-81,-73,-71,-83,-77,-81,-85,-89,-89,-79
38,"(0,0)",-45,-69,-61,-63,-65,-81,-73,-75,-77,-77,-65,-75,-75,-79,-57,-83,-75,-81,-81,-75,-69,-83,-77,-75,-85,-89,-89,-79
39,"(0,0)",-45,-69,-59,-63,-65,-81,-71,-75,-77,-77,-65,-77,-75,-79,-57,-83,-75,-77,-79,-75,-71,-85,-77,-81,-85,-89,-89,-79
40,"(0,0)",-45,-67,-59,-63,-65,-81,-73,-75,-77,-77,-65,-75,-73,-77,-57,-85,-83,-81,-75,-69,-69,-85,-75,-75,-85,-89,-89,-79
41,"(0,0)",-45,-69,-59,-63,-63,-75,-71,-75,-77,-77,-67,-75,-75,-79,-57,-85,-73,-77,-81,-71,-71,-81,-75,-75,-85,-85,-89,-79
42,"(0,0)",-39,-69,-59,-63,-67,-75,-73,-79,-77,-77,-65,-75,-75,-73,-55,-85,-75,-81,-81,-71,-71,-81,-75,-81,-85,-89,-89,-79
43,"(0,0)",-45,-69,-57,-63,-65,-81,-71,-79,-77,-79,-69,-75,-77,-77,-57,-83,-75,-79,-81,-69,-71,-85,-77,-81,-85,-89,-83,-79
44,"(0,0)",-45,-69,-59,-63,-65,-81,-73,-79,-77,-73,-67,-75,-75,-77,-57,-83,-77,-81,-77,-69,-77,-83,-75,-81,-85,-89,-83,-79
45,"(0,0)",-45,-69,-59,-63,-65,-81,-73,-79,-79,-79,-67,-75,-75,-77,-57,-85,-75,-79,-79,-67,-69,-83,-75,-81,-85,-89,-83,-79
46,"(0,0)",-45,-69,-59,-63,-65,-81,-73,-79,-79,-77,-65,-77,-75,-79,-59,-85,-75,-79,-81,-67,-69,-83,-77,-75,-85,-87,-87,-79
47,"(0,0)",-41,-69,-59,-61,-65,-81,-73,-75,-77,-75,-65,-77,-75,-79,-57,-83,-77,-81,-79,-67,-71,-85,-77,-75,-85,-87,-87,-79
48,"(0,0)",-45,-71,-59,-63,-67,-79,-71,-75,-77,-77,-65,-75,-77,-77,-57,-83,-77,-79,-75,-67,-69,-83,-75,-75,-85,-87,-87,-77
49,"(0,0)",-43,-69,-59,-63,-65,-81,-73,-75,-77,-77,-65,-75,-77,-77,-55,-83,-75,-79,-73,-67,-67,-85,-75,-79,-87,-87,-87,-77
50,"(0,0)",-47,-71,-59,-61,-65,-79,-73,-81,-77,-73,-67,-75,-77,-75,-57,-83,-75,-79,-73,-67,-71,-85,-75,-75,-85,-87,-87,-77
51,"(0,0)",-45,-69,-59,-63,-65,-79,-71,-79,-77,-79,-67,-75,-75,-75,-55,-83,-75,-81,-75,-69,-71,-79,-75,-75,-85,-81,-87,-79
52,"(0,0)",-41,-69,-57,-65,-65,-79,-71,-79,-77,-73,-61,-75,-75,-79,-57,-83,-75,-75,-79,-71,-71,-83,-75,-89,-83,-81,-87,-81
53,"(0,0)",-45,-67,-59,-65,-65,-79,-73,-79,-77,-73,-65,-75,-77,-79,-57,-81,-73,-81,-73,-71,-73,-83,-77,-75,-83,-81,-87,-79
54,"(0,0)",-45,-69,-59,-63,-67,-75,-71,-81,-77,-73,-65,-75,-73,-79,-57,-87,-73,-79,-73,-71,-71,-83,-75,-75,-81,-81,-91,-77
55,"(0,0)",-45,-69,-61,-63,-65,-79,-73,-81,-77,-73,-65,-75,-77,-79,-57,-83,-73,-81,-75,-71,-69,-85,-87,-75,-85,-81,-87,-77
56,"(0,0)",-41,-71,-59,-63,-65,-79,-71,-81,-77,-73,-65,-75,-85,-77,-57,-83,-75,-71,-81,-67,-77,-83,-77,-75,-85,-81,-87,-79
57,"(0,0)",-47,-71,-59,-63,-65,-79,-73,-73,-77,-77,-65,-75,-77,-77,-57,-83,-75,-77,-81,-67,-77,-85,-77,-75,-85,-81,-87,-79
58,"(0,0)",-47,-69,-59,-63,-67,-79,-71,-73,-77,-73,-67,-75,-75,-75,-55,-83,-75,-79,-81,-67,-71,-87,-77,-75,-85,-81,-87,-79
59,"(0,0)",-45,-71,-59,-63,-67,-79,-71,-79,-77,-79,-65,-77,-77,-77,-57,-83,-75,-81,-71,-73,-69,-83,-77,-75,-85,-81,-87,-79
60,"(0,0)",-45,-71,-59,-63,-65,-81,-71,-79,-77,-73,-65,-77,-73,-77,-55,-83,-75,-81,-73,-73,-71,-71,-77,-75,-85,-81,-87,-79
61,"(0,0)",-67,-67,-57,-63,-65,-75,-71,-79,-77,-71,-67,-77,-77,-77,-55,-83,-77,-77,-79,-69,-69,-85,-75,-79,-85,-81,-87,-79
62,"(0,0)",-45,-69,-59,-63,-79,-79,-71,-79,-77,-73,-67,-71,-75,-77,-55,-85,-73,-79,-79,-71,-65,-85,-75,-75,-85,-89,-79,-77
63,"(0,0)",-45,-69,-57,-63,-67,-81,-71,-81,-77,-77,-67,-71,-75,-77,-55,-85,-75,-77,-79,-71,-67,-85,-75,-75,-87,-89,-79,-77
64,"(0,0)",-45,-69,-59,-63,-65,-81,-71,-81,-77,-71,-65,-75,-77,-77,-57,-85,-75,-79,-79,-71,-69,-85,-75,-75,-87,-89,-77,-79
65,"(0,0)",-71,-69,-59,-63,-65,-81,-71,-81,-77,-75,-67,-75,-75,-79,-57,-85,-73,-81,-79,-71,-69,-85,-75,-75,-87,-87,-77,-83
66,"(0,0)",-45,-69,-57,-63,-65,-79,-73,-79,-77,-73,-67,-75,-75,-79,-57,-85,-75,-79,-77,-71,-67,-85,-75,-75,-87,-85,-79,-87
67,"(0,0)",-41,-69,-59,-63,-65,-79,-73,-81,-77,-71,-67,-75,-75,-79,-57,-85,-75,-77,-81,-73,-69,-83,-77,-75,-83,-89,-77,-83
68,"(0,0)",-45,-69,-59,-63,-65,-79,-65,-75,-77,-77,-67,-75,-75,-77,-57,-85,-75,-79,-77,-71,-69,-85,-77,-75,-85,-89,-79,-87
69,"(0,0)",-45,-71,-59,-63,-65,-77,-73,-75,-73,-79,-67,-77,-75,-77,-57,-85,-75,-81,-77,-71,-69,-85,-77,-81,-85,-89,-77,-81
70,"(0,0)",-45,-67,-59,-63,-65,-81,-73,-75,-73,-79,-67,-75,-75,-77,-57,-85,-75,-77,-79,-71,-69,-85,-75,-81,-85,-89,-79,-81
71,"(0,0)",-45,-69,-59,-63,-65,-81,-71,-75,-77,-77,-67,-77,-77,-77,-55,-85,-73,-79,-79,-67,-65,-85,-75,-81,-83,-89,-71,-79
72,"(0,0)",-45,-69,-59,-63,-67,-79,-73,-75,-75,-79,-67,-77,-75,-77,-55,-85,-75,-79,-79,-69,-65,-81,-77,-75,-85,-89,-71,-79
73,"(0,0)",-73,-67,-57,-63,-67,-79,-71,-75,-75,-77,-69,-77,-77,-77,-57,-85,-75,-79,-79,-69,-69,-83,-75,-81,-87,-89,-75,-87
74,"(0,0)",-41,-69,-59,-65,-67,-77,-69,-73,-75,-73,-67,-77,-77,-77,-57,-85,-75,-81,-81,-69,-85,-85,-77,-75,-79,-89,-79,-75
75,"(0,0)",-41,-69,-57,-65,-67,-79,-71,-79,-75,-75,-65,-75,-75,-77,-57,-83,-79,-79,-81,-71,-67,-85,-75,-79,-87,-87,-79,-81
76,"(0,0)",-45,-69,-59,-65,-65,-75,-71,-81,-75,-75,-67,-75,-75,-77,-55,-87,-77,-77,-79,-69,-69,-83,-75,-79,-83,-87,-77,-83
77,"(0,0)",-45,-69,-57,-71,-65,-81,-71,-73,-75,-75,-67,-75,-75,-77,-57,-87,-75,-81,-77,-71,-69,-83,-75,-75,-83,-87,-79,-83
78,"(0,0)",-45,-69,-59,-63,-65,-81,-71,-73,-75,-73,-67,-75,-75,-79,-57,-87,-75,-79,-79,-71,-69,-83,-75,-75,-85,-87,-79,-83
79,"(0,0)",-45,-69,-59,-63,-65,-77,-71,-73,-79,-73,-67,-77,-75,-79,-57,-83,-77,-81,-79,-75,-71,-83,-77,-75,-85,-87,-79,-83
80,"(0,0)",-45,-67,-59,-65,-65,-77,-71,-81,-79,-73,-65,-77,-75,-79,-57,-83,-75,-77,-77,-69,-69,-83,-77,-75,-83,-87,-77,-83
81,"(0,0)",-45,-69,-59,-71,-65,-77,-71,-75,-77,-77,-67,-75,-75,-77,-57,-81,-75,-87,-75,-75,-71,-83,-75,-75,-85,-87,-79,-77
82,"(0,0)",-43,-69,-59,-63,-65,-79,-71,-75,-77,-79,-67,-77,-75,-77,-57,-85,-75,-77,-75,-73,-85,-85,-77,-81,-87,-87,-79,-79
83,"(0,0)",-41,-69,-59,-63,-65,-79,-65,-75,-77,-75,-65,-77,-75,-77,-57,-83,-75,-79,-75,-69,-71,-83,-75,-81,-85,-87,-79,-75
84,"(0,0)",-43,-69,-59,-65,-67,-79,-73,-75,-77,-73,-65,-75,-77,-79,-57,-83,-75,-81,-75,-69,-67,-87,-75,-75,-85,-87,-77,-79
85,"(0,0)",-45,-71,-59,-63,-65,-79,-73,-75,-77,-71,-67,-75,-75,-79,-57,-87,-77,-79,-79,-69,-69,-85,-77,-77,-85,-87,-79,-79
86,"(0,0)",-43,-67,-59,-63,-63,-73,-73,-71,-77,-73,-77,-75,-77,-79,-57,-87,-75,-79,-79,-71,-69,-83,-77,-81,-83,-87,-79,-79
87,"(0,0)",-45,-69,-59,-63,-67,-79,-71,-81,-77,-75,-65,-77,-75,-79,-57,-85,-77,-79,-79,-67,-71,-85,-77,-81,-85,-87,-79,-75
88,"(0,0)",-45,-71,-59,-63,-67,-79,-71,-73,-77,-75,-65,-77,-75,-79,-57,-85,-77,-77,-79,-67,-69,-83,-77,-75,-85,-91,-77,-79
89,"(0,0)",-43,-69,-59,-65,-65,-81,-73,-77,-77,-77,-65,-77,-77,-77,-57,-85,-77,-79,-77,-67,-69,-83,-77,-75,-83,-87,-77,-85
90,"(0,0)",-47,-69,-59,-63,-65,-81,-73,-77,-75,-73,-67,-77,-75,-79,-57,-81,-75,-79,-79,-67,-71,-83,-77,-81,-83,-87,-77,-79
91,"(0,0)",-69,-67,-59,-63,-89,-69,-71,-77,-77,-77,-65,-77,-75,-79,-57,-85,-75,-75,-71,-67,-69,-71,-75,-81,-83,-89,-79,-71
92,"(0,0)",-45,-67,-85,-63,-67,-69,-73,-81,-77,-71,-67,-75,-75,-79,-57,-85,-75,-77,-79,-67,-69,-85,-75,-75,-83,-89,-79,-79
93,"(0,0)",-45,-69,-57,-63,-79,-71,-71,-81,-77,-71,-67,-75,-77,-79,-55,-83,-75,-79,-79,-69,-69,-85,-77,-75,-83,-89,-75,-81
94,"(0,0)",-45,-69,-59,-63,-67,-79,-71,-75,-77,-73,-67,-75,-77,-79,-59,-83,-75,-79,-79,-71,-71,-85,-77,-75,-83,-89,-79,-81
95,"(0,0)",-39,-69,-61,-63,-67,-81,-73,-75,-77,-75,-65,-77,-75,-75,-59,-85,-73,-81,-73,-67,-71,-83,-77,-75,-85,-89,-79,-79
96,"(0,0)",-39,-71,-59,-63,-65,-81,-73,-75,-75,-77,-67,-77,-77,-79,-57,-87,-73,-79,-73,-69,-67,-87,-77,-81,-87,-89,-79,-69
97,"(0,0)",-45,-67,-59,-65,-65,-79,-71,-79,-75,-79,-67,-75,-77,-79,-57,-87,-75,-77,-73,-71,-69,-83,-77,-81,-87,-89,-79,-83
98,"(0,0)",-45,-69,-59,-65,-65,-79,-73,-79,-75,-75,-69,-75,-77,-79,-57,-87,-73,-73,-79,-73,-69,-83,-77,-81,-83,-87,-79,-85
99,"(0,0)",-47,-69,-59,-63,-65,-79,-73,-81,-75,-75,-67,-77,-75,-79,-59,-85,-75,-79,-77,-73,-71,-83,-75,-75,-83,-87,-79,-71
100,"(0,0)",-45,-69,-59,-63,-65,-79,-73,-75,-75,-77,-67,-77,-77,-79,-55,-85,-75,-79,-77,-73,-71,-81,-77,-75,-83,-87,-79,-79
101,"(0,0)",-45,-67,-61,-63,-65,-79,-71,-75,-77,-75,-67,-77,-77,-79,-55,-85,-75,-77,-77,-67,-71,-81,-77,-79,-83,-87,-77,-85
102,"(0,0)",-43,-69,-59,-63,-65,-71,-71,-75,-77,-73,-67,-77,-77,-75,-57,-85,-75,-79,-73,-69,-71,-77,-77,-79,-85,-87,-77,-85
103,"(0,0)",-47,-69,-59,-63,-65,-79,-73,-71,-77,-75,-67,-77,-75,-79,-57,-83,-75,-79,-73,-73,-71,-77,-77,-79,-85,-87,-77,-85
104,"(0,0)",-45,-71,-59,-63,-65,-79,-71,-71,-77,-73,-67,-77,-75,-79,-55,-85,-75,-79,-77,-73,-67,-85,-77,-75,-85,-89,-75,-85
105,"(0,0)",-45,-69,-59,-63,-65,-69,-71,-75,-77,-73,-67,-77,-75,-79,-57,-85,-73,-79,-79,-71,-69,-87,-77,-75,-85,-89,-77,-83
106,"(0,0)",-45,-69,-59,-63,-65,-79,-71,-75,-75,-79,-67,-77,-77,-79,-57,-83,-77,-79,-81,-71,-69,-85,-75,-75,-83,-85,-79,-85
107,"(0,0)",-45,-69,-59,-61,-65,-79,-73,-81,-75,-73,-65,-77,-75,-77,-57,-87,-73,-79,-73,-69,-67,-85,-75,-75,-85,-89,-79,-81
108,"(0,0)",-41,-69,-59,-63,-65,-79,-71,-81,-75,-73,-67,-77,-75,-77,-57,-87,-75,-79,-73,-71,-69,-85,-77,-75,-85,-89,-79,-79
109,"(0,0)",-45,-71,-61,-65,-65,-81,-71,-81,-75,-71,-65,-77,-73,-79,-77,-87,-75,-83,-73,-75,-73,-85,-75,-75,-85,-85,-79,-79
110,"(0,0)",-47,-69,-59,-63,-63,-81,-71,-75,-75,-77,-67,-77,-77,-79,-59,-87,-73,-77,-73,-69,-69,-87,-75,-75,-81,-87,-79,-85
111,"(0,0)",-45,-69,-59,-63,-67,-79,-71,-75,-77,-75,-67,-77,-75,-79,-57,-85,-75,-79,-73,-71,-71,-87,-75,-75,-81,-87,-79,-85
112,"(0,0)",-41,-69,-59,-61,-65,-79,-71,-79,-77,-73,-67,-77,-75,-79,-55,-85,-75,-79,-75,-69,-71,-83,-75,-81,-81,-85,-75,-79
113,"(0,0)",-47,-69,-59,-65,-63,-79,-71,-75,-75,-77,-65,-75,-75,-79,-57,-81,-75,-79,-69,-69,-69,-85,-77,-79,-81,-87,-77,-79
114,"(0,0)",-45,-71,-59,-63,-65,-79,-67,-75,-77,-73,-67,-77,-75,-79,-57,-85,-75,-79,-69,-73,-67,-83,-75,-81,-83,-87,-77,-87
115,"(0,0)",-45,-77,-59,-75,-67,-81,-69,-75,-79,-79,-67,-77,-73,-79,-57,-85,-75,-79,-81,-71,-67,-85,-75,-81,-83,-87,-77,-85
116,"(0,0)",-41,-69,-57,-75,-65,-81,-71,-75,-79,-77,-67,-75,-73,-77,-57,-83,-75,-79,-69,-71,-71,-87,-75,-73,-83,-87,-77,-85
117,"(0,0)",-45,-69,-59,-63,-65,-81,-71,-79,-77,-75,-67,-77,-77,-77,-79,-83,-77,-81,-69,-71,-71,-85,-75,-75,-83,-87,-79,-85
118,"(0,0)",-45,-69,-59,-63,-79,-71,-73,-79,-77,-73,-67,-77,-77,-79,-57,-83,-75,-79,-77,-71,-69,-85,-77,-79,-83,-87,-79,-83
119,"(0,0)",-45,-67,-61,-65,-67,-79,-71,-79,-77,-79,-65,-77,-75,-79,-57,-83,-75,-79,-79,-69,-69,-85,-77,-79,-83,-91,-79,-81
120,"(0,0)",-47,-67,-59,-65,-67,-81,-71,-81,-77,-77,-67,-75,-75,-79,-57,-83,-79,-79,-79,-65,-69,-89,-75,-81,-81,-89,-75,-87
121,"(0,0)",-45,-67,-59,-63,-65,-77,-71,-75,-77,-77,-67,-77,-77,-79,-57,-83,-79,-79,-79,-65,-71,-83,-77,-75,-81,-89,-77,-81
122,"(0,0)",-45,-67,-59,-63,-65,-75,-65,-75,-77,-73,-67,-77,-77,-79,-59,-83,-79,-79,-81,-73,-69,-85,-77,-75,-81,-89,-79,-79
123,"(0,0)",-45,-67,-59,-63,-65,-81,-71,-75,-75,-75,-67,-77,-77,-77,-57,-83,-75,-79,-81,-71,-67,-85,-77,-75,-81,-89,-79,-71
124,"(0,0)",-47,-67,-59,-65,-63,-77,-73,-75,-75,-77,-67,-77,-77,-79,-55,-83,-75,-79,-81,-73,-69,-85,-75,-75,-81,-89,-79,-79
125,"(0,0)",-47,-67,-59,-65,-65,-79,-71,-75,-77,-79,-67,-77,-77,-79,-59,-83,-75,-81,-77,-71,-71,-71,-75,-75,-85,-89,-77,-71
126,"(0,0)",-41,-71,-59,-63,-65,-81,-71,-75,-77,-73,-67,-75,-77,-79,-57,-77,-77,-79,-77,-71,-71,-85,-77,-75,-85,-89,-79,-85
127,"(0,0)",-45,-71,-59,-61,-65,-79,-67,-75,-79,-79,-69,-75,-75,-73,-57,-85,-77,-81,-77,-71,-71,-85,-77,-79,-85,-89,-79,-79
128,"(0,0)",-45,-69,-59,-63,-65,-79,-71,-77,-77,-77,-69,-77,-75,-77,-55,-83,-77,-79,-79,-71,-71,-83,-75,-79,-85,-85,-79,-79
129,"(0,0)",-45,-69,-59,-63,-65,-79,-71,-73,-77,-77,-69,-75,-75,-79,-57,-83,-75,-79,-81,-71,-69,-85,-75,-79,-85,-85,-77,-81
130,"(0,0)",-45,-67,-57,-63,-67,-79,-71,-73,-77,-67,-67,-77,-75,-79,-57,-83,-75,-79,-81,-71,-71,-83,-77,-73,-85,-85,-79,-77
131,"(0,0)",-45,-71,-61,-65,-65,-79,-71,-81,-77,-85,-67,-77,-75,-77,-57,-83,-75,-81,-81,-71,-69,-81,-75,-73,-85,-87,-79,-85
132,"(0,0)",-47,-69,-59,-63,-65,-79,-71,-75,-79,-73,-69,-77,-75,-79,-57,-83,-77,-77,-81,-69,-69,-85,-77,-75,-85,-87,-79,-79
133,"(0,0)",-41,-69,-59,-65,-65,-79,-73,-73,-77,-79,-67,-75,-75,-79,-57,-85,-75,-75,-75,-67,-69,-71,-77,-81,-85,-85,-77,-71
