"""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Microondas""
48:F8:B3:22:4D:4B","""Sistemas Electronicos""
64:70:02:40:6C:DE","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Lab ERNC""
00:90:4C:91:00:03","""Vibraciones""
50:C7:BF:DD:C3:B3","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""FabLab""
AC:84:C6:3E:EF:51","""AP_1612927617""
BC:54:F9:FC:7F:60","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""linksys""
00:25:9C:98:4B:7D","""Wakamole""
C8:D7:B0:36:18:FC","""Docentes FI""
0E:18:D6:CB:01:A4","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""SMA1930055648""
B0:72:BF:05:3C:3D","""LCDA""
B0:48:7A:DE:14:8C","""LCSE-24""
F8:E9:03:C7:2C:80","""H8314""
38:78:62:05:A4:EE","""UdeC""
84:D4:7E:29:3E:80","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""CE5CFB""
98:FC:11:E2:A6:A5","""ANDES""
00:11:95:09:C1:4A","""Yion""
DC:BF:E9:85:EA:67","""LabSerc 2.4""
94:10:3E:86:13:20","""Die231""
EC:08:6B:42:B5:4A","""Martin""
F4:C2:48:FF:99:33","""Controlistas""
54:E6:FC:E7:FA:D2","""Informatica_IS2-2""
00:4F:67:04:E5:70"
['-45'],['-69'],['-85'],['-71'],['-63'],['-73'],['-83'],['-75'],['-77'],['-49'],['-81'],['-75'],['-71'],['-73'],['-81'],['-81'],['-77'],['-75'],['-75'],['-77'],['-71'],['-83'],['-81'],['-81'],['-75'],['-79'],['-71'],['-81'],['-83']
['-47'],['-69'],['-85'],['-71'],['-65'],['-71'],['-69'],['-75'],['-75'],['-49'],['-81'],['-79'],['-71'],['-73'],['-81'],['-81'],['-77'],['-75'],['-79'],['-77'],['-71'],['-79'],['-81'],['-81'],['-75'],['-71'],['-81'],['-83'],['-65']
['-45'],['-65'],['-85'],['-71'],['-63'],['-71'],['-67'],['-75'],['-79'],['-53'],['-81'],['-79'],['-71'],['-73'],['-81'],['-79'],['-77'],['-75'],['-75'],['-77'],['-71'],['-79'],['-81'],['-81'],['-81'],['-79'],['-81'],['-65'],['-75']
['-41'],['-77'],['-69'],['-71'],['-65'],['-71'],['-71'],['-73'],['-79'],['-51'],['-75'],['-75'],['-73'],['-71'],['-79'],['-79'],['-77'],['-75'],['-77'],['-69'],['-79'],['-81'],['-79'],['-79'],['-75'],['-81'],['-65'],['-75'],['-85']
['-41'],['-67'],['-73'],['-71'],['-65'],['-71'],['-67'],['-73'],['-75'],['-53'],['-81'],['-75'],['-73'],['-73'],['-81'],['-79'],['-77'],['-75'],['-77'],['-69'],['-77'],['-79'],['-79'],['-75'],['-81'],['-65'],['-77'],['-85'],['-85']
['-43'],['-71'],['-69'],['-71'],['-71'],['-67'],['-71'],['-77'],['-73'],['-53'],['-81'],['-73'],['-69'],['-73'],['-81'],['-79'],['-75'],['-77'],['-77'],['-69'],['-79'],['-79'],['-79'],['-77'],['-81'],['-65'],['-77'],['-85'],['-85']
['-43'],['-69'],['-73'],['-73'],['-65'],['-71'],['-67'],['-79'],['-75'],['-53'],['-81'],['-71'],['-71'],['-73'],['-81'],['-79'],['-77'],['-75'],['-77'],['-69'],['-79'],['-79'],['-81'],['-73'],['-81'],['-65'],['-77'],['-83'],['-85']
['-41'],['-71'],['-73'],['-69'],['-65'],['-71'],['-67'],['-77'],['-79'],['-51'],['-81'],['-81'],['-71'],['-73'],['-81'],['-83'],['-77'],['-77'],['-77'],['-71'],['-77'],['-79'],['-81'],['-79'],['-81'],['-61'],['-75'],['-83'],['-85']
['-43'],['-73'],['-69'],['-71'],['-65'],['-69'],['-67'],['-77'],['-77'],['-51'],['-81'],['-73'],['-73'],['-73'],['-81'],['-83'],['-77'],['-77'],['-69'],['-77'],['-79'],['-81'],['-75'],['-81'],['-65'],['-77'],['-85'],['-85'],['-83']
['-43'],['-73'],['-69'],['-73'],['-63'],['-69'],['-69'],['-75'],['-77'],['-51'],['-79'],['-83'],['-73'],['-73'],['-81'],['-83'],['-77'],['-77'],['-71'],['-77'],['-79'],['-81'],['-73'],['-81'],['-65'],['-77'],['-85'],['-85'],['-81']
['-43'],['-69'],['-69'],['-71'],['-63'],['-71'],['-69'],['-81'],['-77'],['-53'],['-81'],['-83'],['-71'],['-73'],['-81'],['-83'],['-77'],['-77'],['-83'],['-81'],['-79'],['-81'],['-75'],['-81'],['-65'],['-77'],['-79'],['-79'],['-81']
['-45'],['-85'],['-71'],['-71'],['-63'],['-73'],['-69'],['-81'],['-77'],['-53'],['-81'],['-73'],['-71'],['-73'],['-81'],['-83'],['-77'],['-75'],['-69'],['-81'],['-79'],['-81'],['-71'],['-81'],['-65'],['-75'],['-79'],['-79'],['-81']
['-43'],['-75'],['-69'],['-67'],['-65'],['-73'],['-67'],['-75'],['-77'],['-53'],['-77'],['-73'],['-71'],['-73'],['-79'],['-79'],['-77'],['-75'],['-69'],['-81'],['-79'],['-81'],['-79'],['-81'],['-65'],['-77'],['-79'],['-79'],['-81']
['-47'],['-77'],['-69'],['-71'],['-63'],['-71'],['-67'],['-75'],['-77'],['-51'],['-81'],['-73'],['-71'],['-73'],['-79'],['-79'],['-75'],['-75'],['-69'],['-79'],['-79'],['-81'],['-79'],['-81'],['-65'],['-77'],['-79'],['-79'],['-81']
['-43'],['-75'],['-71'],['-71'],['-63'],['-73'],['-69'],['-75'],['-67'],['-53'],['-77'],['-73'],['-71'],['-71'],['-79'],['-79'],['-75'],['-77'],['-69'],['-79'],['-79'],['-81'],['-75'],['-85'],['-77'],['-77'],['-83'],['-79'],['-81']
['-45'],['-75'],['-71'],['-69'],['-63'],['-71'],['-71'],['-75'],['-79'],['-53'],['-81'],['-73'],['-73'],['-71'],['-79'],['-79'],['-75'],['-77'],['-69'],['-81'],['-79'],['-81'],['-77'],['-85'],['-77'],['-77'],['-83'],['-81'],['-85']
['-45'],['-75'],['-71'],['-71'],['-63'],['-71'],['-69'],['-77'],['-79'],['-53'],['-81'],['-73'],['-73'],['-71'],['-79'],['-79'],['-75'],['-75'],['-69'],['-81'],['-79'],['-79'],['-87'],['-85'],['-65'],['-79'],['-83'],['-81'],['-85']
['-45'],['-73'],['-73'],['-71'],['-75'],['-75'],['-81'],['-77'],['-73'],['-51'],['-81'],['-73'],['-73'],['-71'],['-79'],['-79'],['-77'],['-77'],['-69'],['-81'],['-79'],['-79'],['-87'],['-81'],['-61'],['-75'],['-83'],['-81'],['-81']
['-47'],['-73'],['-73'],['-71'],['-63'],['-71'],['-69'],['-81'],['-73'],['-47'],['-81'],['-73'],['-71'],['-71'],['-79'],['-79'],['-77'],['-77'],['-69'],['-79'],['-79'],['-79'],['-75'],['-81'],['-61'],['-75'],['-83'],['-81'],['-81']
['-45'],['-73'],['-63'],['-71'],['-65'],['-71'],['-69'],['-81'],['-73'],['-51'],['-81'],['-73'],['-73'],['-73'],['-79'],['-79'],['-75'],['-75'],['-67'],['-83'],['-79'],['-79'],['-71'],['-79'],['-61'],['-83'],['-83'],['-81'],['-81']
['-45'],['-77'],['-69'],['-73'],['-65'],['-71'],['-69'],['-77'],['-75'],['-53'],['-79'],['-73'],['-73'],['-73'],['-81'],['-79'],['-75'],['-75'],['-71'],['-83'],['-79'],['-79'],['-77'],['-79'],['-61'],['-73'],['-83'],['-81'],['-81']
['-47'],['-73'],['-69'],['-73'],['-71'],['-71'],['-69'],['-77'],['-75'],['-51'],['-79'],['-73'],['-71'],['-73'],['-79'],['-79'],['-85'],['-75'],['-69'],['-83'],['-79'],['-79'],['-79'],['-79'],['-67'],['-75'],['-83'],['-79'],['-81']
['-45'],['-75'],['-71'],['-73'],['-63'],['-71'],['-67'],['-77'],['-75'],['-53'],['-81'],['-71'],['-69'],['-69'],['-79'],['-79'],['-85'],['-75'],['-69'],['-83'],['-81'],['-79'],['-79'],['-81'],['-67'],['-75'],['-83'],['-79'],['-81']
['-41'],['-75'],['-67'],['-71'],['-65'],['-73'],['-69'],['-79'],['-73'],['-53'],['-81'],['-73'],['-81'],['-71'],['-79'],['-79'],['-85'],['-75'],['-71'],['-79'],['-81'],['-79'],['-79'],['-81'],['-67'],['-75'],['-83'],['-79'],['-79']
['-45'],['-75'],['-69'],['-73'],['-65'],['-71'],['-69'],['-79'],['-73'],['-51'],['-79'],['-75'],['-81'],['-71'],['-79'],['-79'],['-85'],['-75'],['-71'],['-79'],['-81'],['-79'],['-73'],['-81'],['-65'],['-75'],['-83'],['-81'],['-79']
['-41'],['-73'],['-63'],['-75'],['-65'],['-71'],['-67'],['-75'],['-73'],['-51'],['-79'],['-73'],['-87'],['-69'],['-79'],['-79'],['-85'],['-75'],['-67'],['-81'],['-81'],['-79'],['-63'],['-81'],['-61'],['-75'],['-83'],['-81'],['-79']
['-47'],['-71'],['-67'],['-75'],['-65'],['-71'],['-65'],['-71'],['-73'],['-49'],['-81'],['-73'],['-71'],['-71'],['-79'],['-79'],['-75'],['-75'],['-71'],['-81'],['-81'],['-79'],['-77'],['-81'],['-61'],['-75'],['-83'],['-79'],['-79']
['-47'],['-77'],['-61'],['-75'],['-65'],['-71'],['-69'],['-71'],['-79'],['-49'],['-81'],['-73'],['-71'],['-71'],['-79'],['-81'],['-75'],['-75'],['-71'],['-81'],['-81'],['-79'],['-77'],['-81'],['-65'],['-75'],['-83'],['-79'],['-79']
['-45'],['-73'],['-61'],['-73'],['-75'],['-73'],['-69'],['-75'],['-73'],['-53'],['-79'],['-73'],['-91'],['-83'],['-79'],['-81'],['-79'],['-75'],['-69'],['-81'],['-81'],['-79'],['-77'],['-81'],['-65'],['-75'],['-83'],['-79'],['-79']
['-43'],['-73'],['-77'],['-73'],['-73'],['-73'],['-69'],['-75'],['-77'],['-47'],['-81'],['-67'],['-73'],['-73'],['-81'],['-83'],['-79'],['-75'],['-69'],['-81'],['-81'],['-79'],['-77'],['-81'],['-65'],['-75'],['-83'],['-79'],['-79']
['-45'],['-73'],['-77'],['-71'],['-65'],['-71'],['-69'],['-79'],['-75'],['-51'],['-81'],['-67'],['-73'],['-73'],['-81'],['-83'],['-79'],['-77'],['-69'],['-79'],['-79'],['-83'],['-73'],['-81'],['-65'],['-75'],['-83'],['-77'],['-79']
['-41'],['-73'],['-67'],['-71'],['-63'],['-73'],['-69'],['-79'],['-67'],['-53'],['-81'],['-81'],['-73'],['-71'],['-81'],['-83'],['-79'],['-77'],['-67'],['-79'],['-69'],['-83'],['-77'],['-83'],['-63'],['-75'],['-83'],['-77'],['-79']
['-45'],['-73'],['-67'],['-71'],['-63'],['-73'],['-69'],['-73'],['-67'],['-53'],['-81'],['-75'],['-71'],['-71'],['-75'],['-83'],['-79'],['-77'],['-69'],['-81'],['-69'],['-83'],['-77'],['-83'],['-63'],['-75'],['-83'],['-79'],['-79']
['-45'],['-69'],['-67'],['-71'],['-73'],['-73'],['-67'],['-73'],['-67'],['-47'],['-77'],['-75'],['-73'],['-73'],['-77'],['-83'],['-77'],['-77'],['-69'],['-79'],['-79'],['-81'],['-73'],['-83'],['-65'],['-75'],['-79'],['-79'],['-83']
['-45'],['-69'],['-61'],['-73'],['-63'],['-71'],['-67'],['-73'],['-75'],['-53'],['-77'],['-73'],['-71'],['-73'],['-79'],['-83'],['-77'],['-75'],['-71'],['-79'],['-79'],['-81'],['-73'],['-83'],['-73'],['-75'],['-79'],['-79'],['-83']
['-43'],['-73'],['-61'],['-71'],['-63'],['-69'],['-69'],['-77'],['-77'],['-47'],['-79'],['-67'],['-73'],['-75'],['-79'],['-83'],['-77'],['-75'],['-67'],['-81'],['-79'],['-81'],['-73'],['-83'],['-61'],['-75'],['-79'],['-79'],['-83']
['-43'],['-71'],['-67'],['-71'],['-63'],['-69'],['-69'],['-75'],['-75'],['-53'],['-77'],['-67'],['-69'],['-75'],['-79'],['-83'],['-77'],['-79'],['-67'],['-75'],['-81'],['-81'],['-79'],['-83'],['-65'],['-75'],['-79'],['-79'],['-79']
['-45'],['-73'],['-67'],['-73'],['-63'],['-69'],['-69'],['-75'],['-75'],['-51'],['-81'],['-75'],['-69'],['-75'],['-77'],['-79'],['-77'],['-79'],['-69'],['-79'],['-77'],['-81'],['-85'],['-81'],['-65'],['-75'],['-77'],['-79'],['-75']
['-45'],['-83'],['-67'],['-73'],['-63'],['-71'],['-67'],['-75'],['-75'],['-51'],['-77'],['-73'],['-71'],['-73'],['-77'],['-79'],['-77'],['-79'],['-69'],['-79'],['-77'],['-81'],['-75'],['-81'],['-61'],['-75'],['-77'],['-77'],['-75']
['-45'],['-83'],['-67'],['-73'],['-63'],['-83'],['-67'],['-75'],['-75'],['-47'],['-83'],['-77'],['-71'],['-73'],['-77'],['-79'],['-75'],['-77'],['-71'],['-79'],['-77'],['-79'],['-75'],['-81'],['-61'],['-75'],['-77'],['-77'],['-75']
['-45'],['-69'],['-67'],['-71'],['-77'],['-73'],['-65'],['-81'],['-75'],['-53'],['-79'],['-73'],['-71'],['-73'],['-77'],['-81'],['-75'],['-77'],['-71'],['-83'],['-77'],['-79'],['-75'],['-85'],['-67'],['-77'],['-79'],['-77'],['-75']
['-41'],['-71'],['-67'],['-73'],['-77'],['-71'],['-67'],['-75'],['-75'],['-53'],['-79'],['-67'],['-73'],['-71'],['-79'],['-81'],['-75'],['-77'],['-71'],['-83'],['-77'],['-79'],['-79'],['-85'],['-67'],['-77'],['-79'],['-83'],['-75']
['-47'],['-69'],['-67'],['-71'],['-73'],['-71'],['-67'],['-77'],['-75'],['-47'],['-79'],['-77'],['-73'],['-71'],['-79'],['-81'],['-77'],['-75'],['-69'],['-81'],['-79'],['-81'],['-75'],['-85'],['-67'],['-77'],['-79'],['-83'],['-75']
['-43'],['-75'],['-69'],['-73'],['-75'],['-71'],['-69'],['-73'],['-73'],['-53'],['-81'],['-79'],['-73'],['-71'],['-79'],['-81'],['-77'],['-77'],['-71'],['-81'],['-79'],['-75'],['-71'],['-85'],['-61'],['-75'],['-79'],['-83'],['-77']
['-47'],['-75'],['-69'],['-71'],['-63'],['-69'],['-67'],['-75'],['-73'],['-67'],['-79'],['-81'],['-73'],['-71'],['-81'],['-81'],['-77'],['-77'],['-71'],['-83'],['-79'],['-75'],['-71'],['-85'],['-61'],['-77'],['-79'],['-83'],['-77']
['-47'],['-71'],['-65'],['-73'],['-63'],['-69'],['-73'],['-75'],['-73'],['-45'],['-79'],['-75'],['-71'],['-71'],['-81'],['-81'],['-77'],['-77'],['-71'],['-83'],['-81'],['-83'],['-71'],['-85'],['-73'],['-77'],['-79'],['-83'],['-77']
['-47'],['-75'],['-67'],['-75'],['-63'],['-73'],['-69'],['-75'],['-75'],['-51'],['-79'],['-73'],['-85'],['-83'],['-79'],['-81'],['-75'],['-75'],['-71'],['-83'],['-81'],['-81'],['-71'],['-83'],['-73'],['-79'],['-79'],['-85'],['-77']
['-49'],['-75'],['-67'],['-73'],['-63'],['-71'],['-67'],['-73'],['-75'],['-51'],['-81'],['-71'],['-85'],['-83'],['-77'],['-81'],['-79'],['-73'],['-71'],['-81'],['-75'],['-81'],['-75'],['-83'],['-73'],['-77'],['-79'],['-83'],['-77']
['-85'],['-91'],['-67'],['-73'],['-63'],['-71'],['-69'],['-71'],['-75'],['-53'],['-81'],['-81'],['-75'],['-83'],['-79'],['-81'],['-77'],['-75'],['-71'],['-81'],['-79'],['-81'],['-71'],['-83'],['-65'],['-77'],['-79'],['-83'],['-77']
['-47'],['-91'],['-67'],['-73'],['-63'],['-85'],['-69'],['-71'],['-75'],['-51'],['-79'],['-81'],['-71'],['-71'],['-77'],['-81'],['-77'],['-79'],['-71'],['-81'],['-79'],['-83'],['-73'],['-83'],['-65'],['-77'],['-79'],['-83'],['-77']
['-47'],['-71'],['-67'],['-75'],['-63'],['-73'],['-69'],['-79'],['-75'],['-53'],['-81'],['-81'],['-71'],['-71'],['-77'],['-79'],['-75'],['-79'],['-71'],['-81'],['-79'],['-83'],['-73'],['-87'],['-65'],['-77'],['-79'],['-83'],['-83']
['-47'],['-71'],['-67'],['-75'],['-63'],['-73'],['-69'],['-79'],['-75'],['-53'],['-81'],['-75'],['-71'],['-71'],['-77'],['-79'],['-75'],['-77'],['-69'],['-81'],['-79'],['-75'],['-63'],['-83'],['-67'],['-79'],['-79'],['-83'],['-83']
['-47'],['-63'],['-67'],['-75'],['-79'],['-71'],['-69'],['-79'],['-75'],['-47'],['-81'],['-73'],['-71'],['-71'],['-77'],['-79'],['-77'],['-73'],['-71'],['-81'],['-79'],['-75'],['-73'],['-83'],['-67'],['-73'],['-79'],['-83'],['-83']
['-41'],['-71'],['-65'],['-75'],['-85'],['-71'],['-69'],['-79'],['-75'],['-53'],['-81'],['-73'],['-73'],['-71'],['-77'],['-79'],['-77'],['-75'],['-69'],['-75'],['-83'],['-75'],['-73'],['-83'],['-65'],['-75'],['-77'],['-83'],['-83']
['-47'],['-77'],['-65'],['-71'],['-71'],['-73'],['-69'],['-79'],['-75'],['-53'],['-81'],['-71'],['-73'],['-73'],['-77'],['-79'],['-77'],['-75'],['-71'],['-77'],['-83'],['-71'],['-77'],['-83'],['-65'],['-75'],['-77'],['-83'],['-83']
['-47'],['-77'],['-69'],['-71'],['-71'],['-73'],['-69'],['-73'],['-79'],['-45'],['-79'],['-81'],['-65'],['-73'],['-77'],['-79'],['-77'],['-75'],['-71'],['-81'],['-83'],['-85'],['-77'],['-83'],['-65'],['-75'],['-81'],['-81'],['-83']
['-45'],['-71'],['-69'],['-71'],['-71'],['-69'],['-67'],['-73'],['-79'],['-53'],['-83'],['-67'],['-73'],['-73'],['-79'],['-79'],['-77'],['-77'],['-71'],['-81'],['-83'],['-85'],['-77'],['-83'],['-67'],['-77'],['-81'],['-81'],['-83']
['-43'],['-73'],['-67'],['-73'],['-63'],['-73'],['-67'],['-75'],['-71'],['-53'],['-79'],['-71'],['-73'],['-71'],['-81'],['-79'],['-77'],['-73'],['-71'],['-83'],['-83'],['-81'],['-75'],['-83'],['-67'],['-77'],['-83'],['-81'],['-83']
['-43'],['-73'],['-67'],['-73'],['-61'],['-73'],['-67'],['-79'],['-71'],['-53'],['-83'],['-71'],['-71'],['-71'],['-81'],['-79'],['-77'],['-77'],['-69'],['-83'],['-83'],['-75'],['-75'],['-83'],['-67'],['-75'],['-83'],['-81'],['-83']
['-43'],['-73'],['-77'],['-73'],['-63'],['-73'],['-65'],['-75'],['-73'],['-51'],['-83'],['-71'],['-71'],['-71'],['-79'],['-81'],['-77'],['-77'],['-71'],['-83'],['-83'],['-81'],['-73'],['-83'],['-65'],['-75'],['-81'],['-83'],['-83']
['-47'],['-71'],['-69'],['-71'],['-63'],['-73'],['-69'],['-75'],['-73'],['-51'],['-83'],['-75'],['-71'],['-73'],['-79'],['-79'],['-77'],['-77'],['-71'],['-81'],['-83'],['-81'],['-77'],['-85'],['-65'],['-75'],['-71'],['-83'],['-81']
['-75'],['-75'],['-67'],['-73'],['-63'],['-73'],['-67'],['-77'],['-73'],['-51'],['-81'],['-71'],['-71'],['-67'],['-79'],['-79'],['-77'],['-77'],['-69'],['-83'],['-79'],['-81'],['-75'],['-85'],['-63'],['-73'],['-79'],['-83'],['-81']
['-47'],['-73'],['-67'],['-71'],['-63'],['-79'],['-67'],['-77'],['-73'],['-53'],['-81'],['-71'],['-71'],['-71'],['-79'],['-83'],['-77'],['-77'],['-69'],['-83'],['-77'],['-81'],['-73'],['-85'],['-63'],['-73'],['-79'],['-83'],['-81']
['-47'],['-73'],['-69'],['-73'],['-63'],['-79'],['-69'],['-75'],['-73'],['-53'],['-81'],['-73'],['-71'],['-71'],['-81'],['-83'],['-77'],['-77'],['-69'],['-83'],['-77'],['-81'],['-73'],['-85'],['-63'],['-73'],['-81'],['-83'],['-81']
['-63'],['-75'],['-67'],['-73'],['-63'],['-73'],['-83'],['-75'],['-75'],['-53'],['-79'],['-69'],['-71'],['-67'],['-81'],['-79'],['-77'],['-77'],['-67'],['-83'],['-77'],['-79'],['-75'],['-85'],['-75'],['-73'],['-81'],['-83'],['-81']
['-41'],['-73'],['-67'],['-75'],['-65'],['-71'],['-69'],['-77'],['-75'],['-45'],['-81'],['-69'],['-71'],['-73'],['-79'],['-79'],['-77'],['-77'],['-69'],['-83'],['-79'],['-79'],['-75'],['-85'],['-75'],['-77'],['-79'],['-83'],['-81']
['-41'],['-73'],['-89'],['-75'],['-63'],['-71'],['-69'],['-81'],['-75'],['-51'],['-81'],['-69'],['-71'],['-73'],['-79'],['-79'],['-77'],['-77'],['-71'],['-79'],['-79'],['-79'],['-79'],['-85'],['-75'],['-77'],['-83'],['-81'],['-75']
['-43'],['-71'],['-57'],['-73'],['-63'],['-71'],['-69'],['-81'],['-75'],['-53'],['-83'],['-69'],['-71'],['-73'],['-79'],['-83'],['-77'],['-77'],['-71'],['-79'],['-79'],['-81'],['-73'],['-85'],['-63'],['-77'],['-83'],['-77'],['-75']
