,X,Y,"""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""UdeC""
84:D4:7E:29:3E:80","""FabLab""
AC:84:C6:3E:EF:51","""SMA1930055648""
B0:72:BF:05:3C:3D","""Lab ERNC""
00:90:4C:91:00:03","""Eduescob1""
68:FF:7B:1D:44:01","""eduroam""
84:D4:7E:29:3E:82","""LCDA""
B0:48:7A:DE:14:8C","""Sistemas Electronicos""
64:70:02:40:6C:DE","""AP_1612927617""
BC:54:F9:FC:7F:60","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Microondas""
48:F8:B3:22:4D:4B","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""CE5CFB""
98:FC:11:E2:A6:A5","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Vibraciones""
50:C7:BF:DD:C3:B3","""LabSerc 2.4""
94:10:3E:86:13:20","""Die231""
EC:08:6B:42:B5:4A","""Controlistas""
54:E6:FC:E7:FA:D2"
1322,1,0,-67,-74,-80,-72,-77,-72,-78,-54,-65,-72,-73,-74,-65,-72,-73,-81,-85,-73,-79,-77,-79
1323,1,0,-67,-74,-80,-73,-77,-72,-78,-54,-65,-72,-73,-74,-65,-73,-73,-81,-85,-73,-79,-77,-79
1324,1,0,-67,-74,-80,-73,-77,-72,-78,-54,-65,-72,-72,-74,-65,-73,-73,-81,-84,-73,-79,-77,-79
1325,1,0,-67,-75,-82,-74,-77,-72,-78,-54,-64,-72,-72,-74,-65,-73,-73,-81,-84,-73,-79,-77,-79
1326,1,0,-67,-74,-82,-75,-77,-72,-78,-54,-64,-72,-72,-74,-65,-73,-74,-81,-83,-73,-79,-77,-79
1327,1,0,-67,-74,-82,-73,-77,-72,-78,-54,-64,-72,-72,-73,-65,-73,-74,-81,-84,-73,-79,-77,-79
1328,1,0,-67,-74,-81,-73,-77,-72,-78,-54,-64,-72,-72,-73,-68,-73,-74,-81,-85,-73,-79,-77,-79
1329,1,0,-67,-74,-81,-73,-77,-72,-78,-54,-65,-72,-72,-73,-69,-73,-73,-81,-85,-73,-79,-77,-79
1330,1,0,-67,-75,-81,-73,-76,-72,-78,-54,-65,-72,-72,-73,-69,-72,-73,-81,-84,-73,-79,-77,-79
1331,1,0,-67,-75,-81,-74,-76,-72,-78,-54,-65,-72,-72,-73,-67,-72,-73,-81,-84,-73,-79,-77,-79
1332,1,0,-67,-75,-81,-74,-77,-72,-78,-54,-65,-72,-72,-73,-67,-72,-73,-81,-84,-73,-79,-77,-79
1333,1,0,-67,-74,-82,-74,-76,-72,-78,-54,-65,-72,-72,-73,-67,-72,-73,-81,-84,-73,-79,-77,-79
1334,1,0,-67,-75,-82,-74,-76,-72,-78,-54,-65,-72,-72,-73,-66,-72,-73,-81,-84,-73,-79,-77,-79
1335,1,0,-67,-75,-81,-73,-76,-74,-78,-54,-65,-72,-72,-73,-66,-72,-73,-81,-84,-73,-79,-75,-79
1336,1,0,-67,-74,-81,-73,-77,-73,-78,-54,-65,-72,-72,-73,-66,-72,-73,-81,-84,-73,-79,-76,-65
1337,1,0,-67,-73,-80,-72,-77,-73,-77,-54,-65,-72,-72,-73,-66,-72,-73,-81,-83,-74,-79,-76,-65
1338,1,0,-67,-73,-80,-72,-77,-73,-77,-54,-65,-72,-72,-73,-66,-72,-73,-81,-84,-74,-79,-77,-65
1339,1,0,-67,-74,-80,-72,-77,-73,-76,-54,-65,-72,-72,-73,-66,-72,-73,-81,-85,-75,-79,-77,-65
1340,1,0,-67,-74,-80,-72,-77,-72,-77,-54,-64,-72,-72,-73,-66,-72,-73,-81,-85,-75,-79,-77,-65
1341,1,0,-67,-74,-80,-74,-77,-72,-78,-54,-65,-72,-72,-73,-66,-72,-73,-80,-86,-75,-79,-77,-65
1342,1,0,-67,-75,-80,-74,-76,-72,-78,-54,-65,-72,-72,-73,-66,-72,-75,-80,-85,-75,-79,-77,-65
1343,1,0,-67,-74,-80,-75,-76,-72,-78,-54,-65,-72,-72,-73,-66,-72,-73,-80,-85,-74,-79,-77,-65
1344,1,0,-67,-74,-80,-73,-76,-72,-78,-54,-65,-72,-72,-75,-66,-72,-73,-80,-85,-74,-79,-77,-65
1345,1,0,-67,-74,-80,-73,-76,-72,-78,-54,-65,-72,-73,-75,-65,-72,-73,-80,-85,-74,-79,-77,-65
1346,1,0,-67,-74,-80,-74,-76,-72,-78,-54,-65,-72,-73,-74,-65,-72,-73,-80,-86,-74,-79,-77,-65
1347,1,0,-67,-74,-80,-73,-76,-72,-78,-54,-64,-72,-73,-74,-65,-72,-73,-80,-86,-74,-79,-77,-65
1348,1,0,-67,-73,-80,-73,-76,-72,-78,-54,-64,-72,-73,-74,-65,-72,-73,-80,-87,-73,-79,-77,-65
1349,1,0,-67,-73,-80,-73,-76,-72,-78,-54,-65,-72,-73,-73,-65,-72,-72,-80,-87,-73,-79,-77,-65
1350,1,0,-67,-73,-80,-72,-77,-72,-78,-54,-65,-72,-73,-73,-65,-72,-72,-80,-85,-73,-79,-77,-65
1351,1,0,-67,-74,-80,-72,-76,-72,-78,-54,-65,-72,-73,-73,-65,-72,-72,-80,-84,-75,-79,-77,-65
1352,1,0,-67,-74,-80,-72,-76,-72,-78,-54,-65,-72,-73,-73,-65,-72,-72,-80,-83,-74,-79,-77,-65
1353,1,0,-67,-74,-80,-73,-76,-72,-78,-54,-65,-72,-73,-73,-65,-72,-72,-80,-85,-73,-79,-77,-65
1354,1,0,-67,-74,-80,-73,-76,-72,-78,-53,-65,-72,-73,-73,-65,-72,-74,-80,-84,-74,-79,-77,-65
1355,1,0,-67,-75,-81,-73,-76,-72,-78,-53,-65,-72,-73,-73,-65,-72,-74,-80,-84,-74,-79,-77,-65
1356,1,0,-67,-75,-81,-72,-75,-72,-78,-53,-65,-73,-73,-73,-65,-72,-74,-80,-84,-74,-79,-77,-65
1357,1,0,-67,-75,-81,-72,-75,-72,-78,-54,-65,-73,-73,-74,-65,-72,-74,-80,-83,-74,-79,-77,-65
1358,1,0,-67,-73,-81,-72,-76,-72,-78,-53,-65,-74,-73,-74,-65,-72,-73,-80,-83,-73,-79,-77,-65
1359,1,0,-67,-74,-81,-72,-76,-72,-78,-53,-65,-73,-73,-74,-65,-72,-73,-80,-85,-73,-79,-77,-65
1360,1,0,-67,-74,-81,-72,-76,-72,-78,-53,-65,-73,-73,-74,-65,-72,-73,-80,-84,-73,-79,-77,-65
1361,1,0,-67,-74,-81,-72,-76,-72,-78,-53,-65,-73,-73,-74,-65,-72,-73,-80,-83,-73,-79,-77,-65
1362,1,0,-67,-74,-81,-72,-76,-72,-78,-53,-65,-73,-72,-74,-65,-72,-73,-80,-84,-73,-79,-77,-65
1363,1,0,-67,-75,-81,-72,-76,-72,-78,-53,-65,-73,-72,-74,-65,-72,-73,-82,-83,-73,-79,-77,-65
1364,1,0,-67,-74,-81,-73,-76,-72,-78,-54,-65,-73,-73,-74,-65,-72,-73,-82,-83,-73,-79,-77,-65
1365,1,0,-67,-74,-80,-73,-75,-72,-78,-53,-65,-73,-73,-74,-65,-72,-73,-81,-83,-73,-79,-77,-65
1366,1,0,-67,-75,-80,-73,-76,-72,-78,-53,-65,-73,-73,-73,-65,-72,-73,-81,-84,-74,-79,-77,-65
1367,1,0,-67,-75,-80,-73,-76,-71,-78,-54,-65,-72,-73,-73,-65,-72,-73,-81,-84,-74,-79,-77,-65
1368,1,0,-67,-73,-80,-73,-76,-71,-78,-53,-65,-72,-74,-73,-65,-72,-73,-81,-84,-73,-79,-77,-65
1369,1,0,-67,-73,-80,-72,-76,-71,-78,-54,-68,-72,-74,-73,-65,-72,-73,-81,-84,-73,-79,-76,-65
1370,1,0,-67,-74,-80,-72,-77,-71,-78,-54,-68,-72,-74,-73,-65,-72,-72,-81,-84,-73,-79,-77,-65
1371,1,0,-67,-73,-80,-72,-76,-71,-78,-54,-65,-72,-74,-73,-65,-72,-72,-81,-86,-75,-79,-77,-65
1372,1,0,-67,-73,-80,-72,-77,-71,-78,-54,-65,-72,-75,-73,-65,-72,-72,-81,-85,-75,-79,-77,-65
1373,1,0,-67,-73,-80,-72,-77,-71,-78,-54,-65,-72,-74,-74,-65,-72,-72,-81,-85,-75,-79,-77,-65
1374,1,0,-67,-73,-80,-72,-76,-71,-78,-54,-65,-72,-74,-74,-65,-72,-72,-81,-86,-74,-79,-77,-65
1375,1,0,-67,-74,-80,-72,-76,-71,-78,-54,-65,-72,-74,-74,-65,-72,-72,-81,-85,-74,-79,-77,-65
1376,1,0,-69,-74,-80,-72,-76,-71,-78,-54,-65,-72,-73,-74,-65,-72,-72,-81,-85,-74,-79,-77,-65
1377,1,0,-68,-74,-80,-72,-76,-71,-78,-54,-65,-72,-73,-74,-64,-72,-72,-81,-88,-74,-79,-77,-65
1378,1,0,-67,-75,-80,-72,-76,-71,-78,-54,-65,-72,-73,-74,-65,-72,-72,-81,-88,-74,-79,-77,-65
1379,1,0,-67,-74,-80,-73,-77,-71,-78,-54,-65,-72,-73,-74,-65,-72,-72,-81,-85,-74,-79,-77,-65
1380,1,0,-67,-73,-80,-76,-77,-71,-78,-54,-65,-72,-73,-73,-65,-72,-72,-81,-86,-74,-79,-77,-65
1381,1,0,-67,-73,-80,-74,-77,-71,-78,-54,-65,-73,-73,-73,-65,-72,-72,-81,-86,-74,-79,-77,-65
1382,1,0,-67,-73,-80,-74,-77,-71,-78,-54,-65,-73,-72,-73,-65,-72,-72,-81,-87,-74,-79,-77,-65
1383,1,0,-67,-72,-80,-73,-77,-71,-78,-53,-65,-73,-72,-73,-65,-72,-72,-81,-87,-74,-79,-77,-65
1384,1,0,-67,-72,-80,-73,-77,-71,-78,-53,-65,-74,-72,-73,-65,-72,-72,-81,-87,-73,-79,-77,-65
1385,1,0,-67,-72,-80,-73,-77,-71,-78,-53,-65,-74,-73,-74,-65,-72,-72,-81,-88,-73,-79,-77,-65
1386,1,0,-67,-72,-80,-74,-76,-71,-78,-53,-65,-73,-73,-74,-65,-72,-72,-81,-88,-72,-79,-77,-65
1387,1,0,-67,-73,-80,-72,-76,-71,-78,-52,-65,-73,-73,-73,-65,-72,-72,-81,-88,-72,-79,-77,-65
1388,1,0,-67,-73,-80,-72,-76,-71,-77,-52,-65,-73,-72,-73,-65,-72,-72,-81,-88,-72,-79,-77,-65
1389,1,0,-67,-73,-80,-72,-77,-71,-77,-53,-65,-74,-72,-73,-65,-72,-72,-81,-88,-73,-79,-77,-65
1390,1,0,-67,-73,-80,-72,-76,-71,-77,-54,-65,-73,-72,-73,-65,-72,-72,-81,-88,-73,-79,-77,-65
1391,1,0,-67,-74,-80,-74,-76,-72,-77,-54,-65,-73,-72,-73,-65,-72,-72,-81,-86,-74,-79,-77,-65
1392,1,0,-67,-75,-82,-74,-77,-72,-77,-54,-64,-73,-72,-73,-65,-72,-72,-81,-85,-74,-79,-77,-65
1393,1,0,-67,-74,-81,-73,-77,-72,-78,-54,-64,-73,-72,-73,-65,-72,-72,-81,-85,-73,-79,-77,-65
1394,1,0,-67,-74,-81,-73,-75,-72,-78,-54,-65,-73,-73,-73,-65,-72,-72,-82,-86,-74,-79,-77,-65
1395,1,0,-67,-74,-81,-73,-75,-72,-77,-54,-65,-73,-73,-73,-65,-72,-72,-82,-86,-73,-79,-77,-65
1396,1,0,-67,-74,-81,-73,-76,-72,-77,-54,-65,-73,-73,-73,-65,-72,-72,-82,-86,-73,-79,-77,-65
1397,1,0,-67,-73,-81,-72,-77,-72,-77,-54,-65,-73,-73,-73,-72,-72,-72,-82,-86,-74,-79,-77,-65
1398,1,0,-67,-72,-81,-70,-77,-72,-77,-54,-64,-73,-73,-73,-69,-72,-71,-82,-87,-74,-79,-77,-65
1399,1,0,-67,-73,-81,-71,-76,-72,-76,-55,-64,-73,-74,-72,-67,-72,-72,-82,-87,-74,-79,-77,-65
1400,1,0,-68,-75,-81,-72,-77,-72,-76,-54,-64,-73,-74,-72,-66,-72,-72,-82,-86,-74,-79,-77,-65
1401,1,0,-67,-75,-81,-72,-77,-72,-77,-54,-65,-73,-74,-72,-65,-72,-72,-82,-86,-74,-79,-77,-65
1402,1,0,-67,-75,-81,-72,-77,-72,-77,-54,-65,-73,-74,-72,-65,-72,-72,-82,-86,-74,-79,-77,-65
1403,1,0,-67,-74,-81,-72,-77,-72,-77,-54,-64,-73,-74,-72,-65,-72,-72,-82,-86,-74,-79,-77,-65
1404,1,0,-67,-74,-81,-72,-76,-72,-77,-54,-64,-73,-74,-72,-65,-72,-78,-81,-86,-73,-79,-77,-65
1405,1,0,-67,-73,-80,-72,-76,-72,-78,-54,-65,-73,-74,-72,-65,-72,-78,-81,-86,-73,-79,-77,-65
1406,1,0,-67,-74,-80,-72,-76,-72,-78,-54,-65,-73,-75,-73,-65,-72,-76,-81,-85,-73,-79,-77,-65
1407,1,0,-67,-74,-80,-72,-76,-72,-78,-54,-65,-73,-75,-73,-65,-72,-74,-81,-85,-73,-79,-76,-65
1408,1,0,-67,-75,-80,-71,-75,-72,-78,-54,-65,-73,-74,-73,-65,-72,-73,-81,-85,-73,-79,-76,-65
1409,1,0,-67,-75,-80,-72,-76,-72,-77,-54,-65,-73,-74,-73,-65,-72,-73,-81,-84,-73,-79,-76,-65
1410,1,0,-67,-74,-80,-71,-76,-72,-77,-54,-65,-73,-74,-73,-65,-72,-73,-81,-84,-73,-79,-76,-65
1411,1,0,-67,-73,-80,-73,-76,-72,-78,-54,-65,-73,-74,-73,-65,-72,-73,-81,-85,-73,-79,-76,-65
1412,1,0,-67,-74,-80,-73,-77,-72,-78,-54,-65,-74,-74,-73,-65,-72,-74,-81,-85,-73,-79,-76,-65
1413,1,0,-67,-76,-80,-73,-77,-72,-78,-53,-64,-74,-73,-73,-65,-72,-75,-81,-86,-73,-79,-76,-65
1414,1,0,-67,-75,-80,-73,-77,-72,-78,-53,-64,-73,-73,-73,-65,-72,-74,-83,-86,-73,-79,-77,-65
1415,1,0,-67,-75,-80,-72,-76,-72,-78,-53,-64,-73,-73,-73,-65,-72,-74,-83,-86,-73,-79,-77,-65
1416,1,0,-67,-76,-80,-73,-76,-72,-78,-54,-64,-73,-73,-73,-65,-72,-74,-83,-84,-73,-79,-77,-65
1417,1,0,-67,-74,-80,-73,-76,-72,-78,-54,-64,-74,-73,-73,-65,-72,-73,-82,-84,-73,-79,-77,-65
1418,1,0,-67,-74,-80,-73,-76,-72,-78,-54,-65,-73,-73,-73,-65,-72,-74,-82,-84,-74,-79,-77,-65
1419,1,0,-67,-75,-80,-73,-76,-72,-78,-54,-64,-74,-73,-73,-65,-72,-74,-82,-84,-73,-79,-77,-65
1420,1,0,-67,-74,-80,-73,-77,-72,-78,-54,-64,-73,-73,-73,-65,-72,-74,-81,-84,-74,-79,-77,-65
1421,1,0,-67,-74,-80,-72,-77,-72,-78,-54,-64,-73,-73,-73,-65,-72,-74,-81,-84,-74,-79,-77,-65
1422,1,0,-67,-73,-80,-72,-76,-72,-78,-54,-64,-73,-73,-73,-65,-72,-72,-81,-84,-74,-79,-77,-65
1423,1,0,-67,-73,-80,-72,-77,-72,-77,-54,-64,-73,-72,-73,-65,-72,-73,-81,-84,-74,-79,-77,-65
1424,1,0,-67,-74,-80,-73,-77,-72,-77,-54,-65,-73,-72,-73,-65,-72,-73,-81,-84,-74,-79,-77,-65
1425,1,0,-67,-75,-80,-72,-77,-72,-77,-54,-65,-73,-72,-73,-65,-72,-73,-81,-85,-74,-79,-77,-65
1426,1,0,-67,-75,-81,-72,-77,-72,-75,-54,-65,-73,-73,-73,-65,-72,-73,-81,-85,-73,-79,-77,-65
1427,1,0,-67,-74,-81,-73,-77,-72,-75,-54,-65,-73,-73,-73,-65,-72,-75,-81,-83,-74,-79,-76,-65
1428,1,0,-67,-74,-80,-74,-77,-72,-75,-54,-65,-73,-73,-73,-65,-72,-74,-80,-83,-74,-79,-76,-65
1429,1,0,-67,-73,-80,-74,-75,-72,-76,-54,-65,-73,-73,-73,-65,-72,-73,-80,-83,-73,-79,-76,-65
1430,1,0,-67,-73,-80,-74,-76,-72,-76,-54,-65,-73,-73,-72,-65,-72,-73,-80,-83,-73,-79,-76,-65
1431,1,0,-67,-73,-80,-74,-76,-72,-76,-54,-65,-73,-72,-72,-65,-72,-73,-82,-82,-72,-79,-76,-65
1432,1,0,-67,-73,-80,-75,-76,-72,-76,-54,-64,-73,-72,-72,-65,-72,-74,-82,-82,-72,-79,-76,-65
1433,1,0,-67,-73,-80,-74,-76,-72,-76,-54,-64,-73,-76,-72,-65,-72,-74,-81,-82,-72,-79,-76,-65
1434,1,0,-67,-72,-80,-74,-76,-72,-76,-54,-64,-73,-75,-70,-65,-72,-74,-81,-82,-72,-79,-76,-65
1435,1,0,-67,-74,-80,-74,-76,-72,-76,-54,-65,-73,-74,-71,-65,-72,-72,-81,-82,-72,-79,-76,-65
1436,1,0,-67,-74,-80,-74,-76,-72,-77,-54,-64,-73,-74,-71,-65,-72,-72,-81,-82,-72,-79,-76,-65
1437,1,0,-67,-75,-80,-73,-77,-72,-76,-54,-65,-73,-74,-71,-65,-72,-72,-81,-82,-72,-79,-77,-65
1438,1,0,-67,-74,-80,-73,-77,-72,-75,-54,-65,-73,-74,-71,-65,-72,-72,-82,-82,-73,-79,-77,-65
1439,1,0,-67,-74,-80,-74,-76,-72,-77,-54,-66,-73,-74,-71,-65,-72,-72,-82,-82,-74,-79,-77,-65
1440,1,0,-67,-75,-80,-73,-75,-72,-78,-54,-65,-73,-74,-71,-65,-72,-72,-84,-82,-75,-79,-77,-65
1441,1,0,-67,-74,-80,-73,-76,-72,-78,-54,-64,-72,-74,-71,-65,-72,-74,-81,-82,-74,-79,-76,-65
1442,1,0,-67,-74,-80,-72,-76,-72,-78,-54,-65,-72,-74,-71,-65,-72,-74,-81,-82,-74,-79,-76,-65
1443,1,0,-67,-73,-80,-72,-75,-72,-78,-53,-65,-72,-73,-71,-65,-72,-73,-81,-82,-74,-79,-77,-65
1444,1,0,-67,-73,-80,-73,-76,-72,-78,-53,-65,-73,-73,-71,-65,-72,-73,-81,-82,-74,-79,-77,-65
1445,1,0,-67,-72,-80,-72,-76,-72,-78,-53,-65,-73,-73,-71,-65,-72,-73,-81,-82,-75,-79,-77,-65
1446,1,0,-67,-73,-80,-72,-77,-72,-78,-53,-65,-73,-73,-73,-65,-72,-73,-83,-82,-74,-79,-77,-65
1447,1,0,-67,-74,-80,-72,-76,-71,-78,-53,-66,-73,-73,-73,-65,-72,-73,-83,-82,-74,-79,-77,-65
1448,1,0,-67,-74,-80,-72,-76,-71,-78,-54,-65,-73,-73,-73,-65,-72,-73,-83,-82,-74,-79,-77,-65
1449,1,0,-67,-75,-80,-72,-76,-71,-78,-54,-65,-73,-73,-72,-65,-72,-73,-84,-83,-74,-79,-76,-65
1450,1,0,-67,-74,-80,-72,-76,-71,-78,-54,-65,-73,-73,-72,-65,-72,-72,-83,-84,-74,-79,-76,-65
1451,1,0,-67,-74,-80,-72,-76,-71,-78,-54,-64,-73,-72,-72,-65,-72,-72,-83,-84,-74,-79,-76,-65
1452,1,0,-67,-74,-80,-72,-77,-71,-78,-54,-64,-73,-72,-73,-65,-72,-73,-83,-85,-74,-79,-76,-65
1453,1,0,-67,-75,-80,-72,-76,-71,-78,-57,-65,-73,-72,-73,-65,-72,-73,-81,-86,-73,-79,-76,-65
1454,1,0,-67,-74,-80,-72,-76,-71,-78,-56,-65,-73,-72,-73,-65,-72,-73,-81,-86,-73,-79,-76,-65
1455,1,0,-67,-74,-80,-72,-76,-71,-78,-55,-65,-73,-72,-73,-65,-72,-73,-81,-86,-73,-79,-76,-65
1456,1,0,-67,-74,-80,-72,-75,-71,-78,-54,-65,-75,-72,-73,-65,-72,-73,-81,-86,-74,-79,-77,-65
1457,1,0,-67,-74,-80,-72,-75,-71,-78,-54,-65,-73,-73,-73,-65,-72,-73,-81,-86,-74,-79,-77,-65
1458,1,0,-67,-74,-80,-73,-75,-71,-78,-54,-65,-73,-73,-73,-64,-72,-73,-81,-86,-74,-79,-77,-65
1459,1,0,-67,-73,-80,-72,-75,-71,-75,-53,-65,-73,-73,-73,-65,-72,-73,-81,-86,-74,-79,-77,-65
1460,1,0,-67,-74,-80,-72,-75,-71,-75,-54,-65,-73,-73,-73,-65,-72,-72,-81,-86,-74,-79,-77,-65
1461,1,0,-67,-75,-80,-72,-75,-73,-75,-53,-65,-73,-73,-73,-65,-72,-72,-81,-86,-73,-79,-77,-65
1462,1,0,-67,-74,-80,-72,-75,-73,-75,-53,-65,-75,-73,-73,-65,-72,-72,-81,-86,-73,-79,-77,-65
1463,1,0,-67,-75,-80,-73,-75,-73,-75,-53,-65,-74,-72,-77,-65,-72,-72,-81,-86,-73,-79,-77,-65
1464,1,0,-67,-74,-80,-74,-75,-72,-75,-53,-65,-74,-72,-77,-65,-72,-72,-81,-85,-73,-79,-77,-65
1465,1,0,-67,-74,-80,-74,-75,-72,-75,-54,-65,-73,-72,-77,-65,-72,-72,-81,-85,-73,-79,-77,-65
1466,1,0,-67,-73,-80,-73,-75,-72,-75,-54,-65,-73,-72,-77,-65,-72,-72,-81,-85,-73,-79,-77,-65
1467,1,0,-67,-73,-80,-73,-75,-72,-75,-54,-67,-73,-72,-77,-65,-72,-72,-81,-85,-73,-79,-77,-65
1468,1,0,-67,-74,-80,-73,-74,-72,-75,-54,-66,-73,-72,-76,-65,-72,-72,-81,-85,-73,-79,-77,-65
1469,1,0,-67,-74,-80,-73,-75,-72,-75,-54,-66,-73,-72,-75,-65,-72,-72,-81,-85,-73,-79,-77,-65
1470,1,0,-67,-75,-80,-73,-75,-72,-75,-54,-65,-73,-72,-75,-65,-72,-72,-81,-84,-74,-79,-77,-65
1471,1,0,-67,-74,-80,-73,-75,-72,-75,-54,-65,-73,-72,-75,-65,-72,-72,-81,-84,-73,-79,-77,-65
1472,1,0,-67,-74,-80,-72,-75,-72,-76,-54,-65,-73,-72,-74,-65,-72,-72,-81,-84,-73,-79,-77,-65
1473,1,0,-67,-74,-80,-72,-74,-72,-76,-54,-65,-73,-72,-74,-65,-72,-72,-81,-84,-73,-79,-77,-65
1474,1,0,-67,-74,-80,-72,-74,-72,-77,-54,-65,-73,-72,-74,-65,-72,-72,-81,-83,-73,-79,-77,-65
1475,1,0,-67,-75,-80,-72,-74,-72,-77,-54,-65,-74,-72,-74,-65,-72,-72,-81,-83,-73,-79,-77,-65
1476,1,0,-67,-75,-80,-72,-74,-72,-78,-54,-65,-74,-72,-74,-65,-72,-74,-81,-84,-73,-79,-77,-65
1477,1,0,-67,-74,-80,-72,-74,-72,-78,-54,-65,-73,-72,-75,-65,-72,-73,-81,-85,-73,-79,-77,-65
1478,1,0,-67,-73,-80,-72,-75,-72,-78,-54,-65,-73,-72,-75,-65,-72,-73,-81,-85,-73,-79,-77,-65
1479,1,0,-67,-73,-81,-72,-75,-72,-78,-54,-65,-73,-72,-74,-65,-72,-73,-81,-85,-73,-79,-77,-65
1480,1,0,-67,-74,-81,-71,-75,-72,-78,-54,-65,-73,-72,-74,-65,-72,-73,-81,-85,-72,-79,-77,-65
1481,1,0,-67,-74,-81,-72,-76,-72,-78,-54,-65,-73,-72,-74,-65,-72,-73,-81,-85,-72,-79,-77,-65
1482,1,0,-67,-73,-81,-71,-75,-72,-77,-54,-64,-73,-73,-74,-65,-74,-73,-81,-86,-72,-79,-77,-65
1483,1,0,-67,-72,-80,-71,-75,-72,-77,-54,-64,-73,-73,-74,-65,-73,-73,-81,-85,-72,-79,-77,-65
1484,1,0,-67,-72,-80,-72,-76,-72,-77,-53,-65,-73,-74,-74,-65,-73,-73,-81,-85,-72,-79,-77,-65
1485,1,0,-67,-73,-80,-72,-76,-72,-77,-53,-64,-73,-73,-74,-65,-72,-73,-81,-85,-72,-79,-77,-65
1486,1,0,-67,-73,-80,-72,-76,-72,-77,-53,-64,-76,-73,-74,-65,-72,-74,-81,-85,-73,-79,-77,-65
1487,1,0,-67,-73,-80,-72,-76,-72,-77,-53,-64,-76,-73,-74,-65,-72,-73,-80,-84,-73,-79,-77,-65
1488,1,0,-67,-74,-80,-72,-75,-72,-77,-53,-64,-75,-73,-74,-65,-72,-73,-80,-83,-73,-79,-77,-65
1489,1,0,-67,-74,-80,-72,-77,-72,-77,-54,-65,-75,-72,-74,-65,-72,-73,-80,-83,-73,-79,-76,-65
1490,1,0,-67,-74,-80,-73,-76,-72,-77,-54,-65,-74,-72,-74,-67,-72,-73,-80,-83,-73,-79,-76,-65
1491,1,0,-67,-74,-80,-72,-76,-72,-78,-54,-65,-74,-72,-74,-66,-72,-72,-80,-82,-72,-79,-77,-65
1492,1,0,-67,-73,-80,-72,-77,-72,-78,-54,-65,-74,-73,-74,-66,-72,-72,-80,-82,-72,-79,-77,-65
1493,1,0,-67,-73,-80,-72,-77,-72,-77,-54,-65,-73,-73,-74,-65,-72,-75,-80,-82,-72,-79,-77,-65
1494,1,0,-67,-75,-80,-72,-77,-71,-76,-54,-65,-73,-73,-74,-65,-72,-74,-80,-82,-73,-79,-77,-65
1495,1,0,-67,-74,-80,-73,-77,-71,-77,-54,-65,-73,-72,-73,-65,-72,-74,-80,-82,-74,-79,-77,-65
1496,1,0,-67,-74,-80,-74,-77,-71,-77,-54,-64,-73,-72,-73,-65,-72,-74,-80,-82,-74,-79,-77,-65
1497,1,0,-67,-75,-80,-74,-77,-71,-77,-54,-65,-73,-72,-73,-65,-72,-73,-80,-81,-74,-79,-77,-65
1498,1,0,-67,-74,-80,-74,-77,-71,-77,-54,-65,-73,-72,-73,-65,-72,-73,-80,-83,-74,-79,-77,-65
1499,1,0,-67,-74,-80,-74,-77,-71,-77,-54,-65,-73,-72,-73,-65,-72,-73,-80,-84,-74,-79,-77,-65
1500,1,0,-67,-74,-80,-73,-77,-71,-77,-54,-65,-73,-72,-73,-65,-72,-73,-80,-83,-74,-79,-77,-65
1501,1,0,-67,-74,-80,-73,-77,-71,-77,-54,-65,-73,-73,-73,-65,-72,-73,-80,-83,-74,-79,-77,-65
1502,1,0,-67,-75,-80,-73,-75,-71,-77,-54,-65,-73,-74,-73,-65,-72,-73,-80,-83,-73,-79,-76,-65
1503,1,0,-67,-75,-80,-73,-76,-71,-77,-54,-65,-73,-74,-72,-65,-72,-73,-80,-83,-73,-79,-76,-65
1504,1,0,-67,-74,-80,-72,-76,-71,-77,-54,-65,-73,-74,-72,-65,-72,-73,-82,-81,-73,-79,-76,-65
1505,1,0,-67,-74,-80,-71,-76,-71,-78,-54,-65,-73,-73,-72,-65,-72,-73,-82,-81,-73,-79,-76,-65
1506,1,0,-67,-74,-80,-71,-76,-71,-78,-54,-65,-73,-73,-72,-65,-72,-73,-82,-81,-73,-79,-76,-65
1507,1,0,-67,-75,-80,-72,-75,-71,-78,-54,-65,-73,-73,-72,-65,-72,-73,-82,-81,-73,-79,-76,-65
1508,1,0,-67,-74,-80,-72,-75,-71,-78,-54,-65,-73,-73,-73,-65,-72,-73,-82,-81,-74,-79,-76,-65
1509,1,0,-67,-73,-80,-72,-76,-71,-78,-54,-68,-73,-73,-73,-65,-72,-74,-81,-81,-74,-79,-76,-65
1510,1,0,-67,-73,-80,-73,-76,-71,-78,-54,-66,-72,-73,-73,-65,-72,-74,-83,-81,-74,-79,-77,-65
1511,1,0,-67,-73,-80,-74,-76,-72,-78,-54,-65,-72,-73,-73,-65,-72,-74,-82,-81,-74,-79,-75,-65
1512,1,0,-67,-74,-80,-73,-76,-72,-78,-54,-65,-72,-73,-73,-65,-72,-73,-81,-81,-74,-79,-76,-65
1513,1,0,-67,-74,-81,-72,-77,-72,-78,-54,-65,-72,-73,-73,-65,-72,-73,-81,-81,-74,-79,-76,-65
