"""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""FabLab""
AC:84:C6:3E:EF:51","""AP_1612927617""
BC:54:F9:FC:7F:60","""Microondas""
48:F8:B3:22:4D:4B","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""CE5CFB""
98:FC:11:E2:A6:A5","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""LabSerc 2.4""
94:10:3E:86:13:20","""""
36:CE:5E:1A:4C:1D","""Die231""
EC:08:6B:42:B5:4A","""Moto G (5) Plus 5535""
F0:D7:AA:D9:72:06","""HUAWEI P smart 2019""
D8:9B:3B:F7:BE:7B","""Sistemas Electronicos""
64:70:02:40:6C:DE","""Vibraciones""
50:C7:BF:DD:C3:B3","""eduroam""
84:D4:7E:29:3E:82","""Lab ERNC""
00:90:4C:91:00:03","""Docentes FI""
0E:18:D6:CB:01:A4"
-68,-74,-76,-65,-74,-77,-58,-67,-77,-78,-79,-85,-78,-77,-77,-72,-78,-66,-66,-79,-70,-79,-79,-77
-68,-75,-77,-65,-74,-77,-58,-68,-77,-78,-79,-85,-78,-77,-76,-73,-78,-66,-66,-79,-70,-79,-79,-77
-68,-75,-77,-65,-74,-77,-58,-67,-76,-78,-79,-85,-78,-77,-77,-73,-78,-66,-66,-79,-70,-79,-79,-77
-68,-76,-77,-66,-74,-77,-56,-67,-77,-78,-79,-86,-78,-77,-77,-73,-78,-66,-66,-79,-70,-79,-79,-79
-68,-76,-77,-66,-73,-77,-55,-67,-77,-78,-79,-86,-78,-78,-76,-75,-78,-66,-66,-79,-70,-79,-79,-79,-79,-79
-68,-76,-77,-65,-73,-77,-55,-67,-77,-78,-79,-86,-78,-78,-77,-74,-78,-66,-66,-79,-70,-79,-79,-79,-79,-79
-68,-77,-77,-65,-73,-77,-55,-67,-77,-78,-79,-84,-78,-78,-77,-74,-78,-66,-66,-79,-71,-79,-79,-79,-79,-79
-68,-76,-77,-65,-73,-76,-58,-67,-77,-78,-79,-84,-78,-78,-77,-73,-78,-66,-66,-79,-71,-79,-79,-79,-79,-79
-68,-76,-77,-66,-73,-76,-56,-67,-77,-78,-79,-82,-78,-79,-77,-73,-78,-66,-66,-79,-71,-79,-79,-79,-79,-79
-68,-76,-77,-65,-72,-77,-57,-65,-77,-78,-79,-82,-78,-79,-77,-73,-78,-66,-66,-79,-71,-79,-79,-79,-79,-79
-68,-76,-77,-65,-72,-77,-57,-65,-77,-78,-79,-82,-78,-79,-77,-74,-78,-66,-66,-79,-71,-79,-79,-79,-79
-68,-75,-77,-66,-72,-77,-57,-65,-77,-78,-79,-82,-78,-79,-76,-74,-78,-66,-66,-79,-71,-79,-79
-68,-77,-77,-65,-72,-77,-57,-65,-77,-78,-79,-81,-78,-79,-76,-74,-78,-66,-66,-79,-71,-79,-79,-78
-68,-77,-77,-66,-72,-77,-58,-65,-77,-78,-79,-81,-78,-79,-77,-73,-78,-66,-66,-79,-70,-79,-79,-78
-68,-76,-77,-65,-72,-77,-58,-65,-77,-78,-79,-81,-78,-79,-77,-74,-78,-66,-66,-79,-70,-79,-78,-79,-89
-68,-75,-77,-65,-72,-77,-57,-65,-77,-78,-79,-81,-78,-79,-77,-75,-78,-66,-66,-79,-70,-79,-78,-79,-89
-68,-75,-76,-66,-72,-77,-56,-65,-77,-78,-79,-81,-78,-79,-77,-74,-78,-66,-66,-79,-70,-79,-78,-79,-89
-70,-76,-76,-66,-72,-77,-55,-65,-77,-78,-79,-81,-78,-79,-77,-73,-78,-66,-66,-79,-70,-79,-79,-79,-89
-70,-76,-77,-66,-72,-77,-55,-65,-76,-78,-79,-84,-77,-79,-77,-74,-78,-66,-66,-79,-70,-79,-79,-79,-89
-70,-76,-77,-65,-72,-77,-57,-65,-76,-78,-79,-84,-77,-79,-77,-75,-78,-66,-66,-79,-70,-79,-79,-79,-89
-69,-77,-77,-66,-72,-77,-56,-65,-76,-78,-79,-84,-77,-79,-76,-75,-78,-66,-66,-79,-70,-79,-79,-79
-69,-76,-77,-66,-72,-77,-56,-65,-76,-78,-79,-84,-78,-79,-75,-75,-78,-66,-66,-79,-70,-79,-79,-79,-89
-68,-77,-76,-66,-72,-77,-56,-65,-75,-78,-79,-84,-78,-79,-75,-75,-78,-66,-66,-79,-70,-79,-79,-79,-89
-68,-77,-76,-65,-72,-77,-57,-65,-74,-78,-79,-84,-78,-79,-75,-76,-78,-66,-66,-79,-70,-79,-79,-89,-89
-68,-77,-75,-66,-72,-77,-58,-65,-74,-78,-79,-78,-79,-75,-75,-78,-66,-66,-79,-70,-79,-89,-89,-79
-68,-77,-75,-65,-72,-77,-58,-65,-75,-78,-79,-78,-79,-74,-74,-78,-66,-66,-79,-71,-79,-89,-89,-81
-68,-77,-75,-67,-72,-77,-58,-65,-75,-78,-79,-78,-79,-74,-73,-78,-66,-66,-79,-71,-79,-89,-89,-81,-77,-89
-68,-77,-76,-66,-72,-77,-58,-65,-75,-78,-79,-78,-79,-76,-73,-78,-66,-66,-79,-71,-79,-89,-81,-77,-89
-68,-77,-76,-65,-72,-77,-60,-65,-75,-78,-79,-78,-79,-75,-72,-79,-66,-66,-79,-71,-79,-89,-81,-77,-89
-68,-77,-76,-65,-72,-77,-59,-65,-76,-78,-79,-78,-79,-74,-72,-79,-66,-66,-79,-71,-79,-81,-77,-89
-68,-77,-76,-66,-72,-77,-58,-66,-76,-78,-79,-78,-79,-74,-72,-79,-66,-66,-79,-71,-79,-81,-77,-89
-68,-77,-76,-65,-72,-77,-59,-66,-77,-78,-79,-78,-79,-74,-72,-79,-66,-66,-79,-71,-79,-77,-89
-68,-76,-76,-65,-72,-77,-59,-66,-77,-78,-79,-78,-79,-73,-72,-79,-66,-66,-79,-71,-79,-77,-87
-68,-76,-76,-65,-72,-77,-58,-66,-77,-78,-79,-78,-79,-73,-72,-79,-66,-66,-79,-71,-79,-77,-87
-68,-77,-75,-66,-72,-77,-58,-66,-77,-78,-79,-78,-79,-73,-72,-79,-66,-66,-79,-71,-79,-77,-87
-68,-76,-77,-66,-72,-77,-58,-66,-77,-78,-79,-78,-79,-73,-75,-79,-66,-66,-79,-71,-79,-77,-87
-68,-76,-77,-65,-72,-77,-58,-66,-77,-78,-79,-78,-79,-74,-75,-79,-66,-66,-79,-71,-79,-77,-87
-68,-77,-76,-65,-72,-77,-57,-66,-77,-78,-79,-78,-79,-75,-77,-79,-66,-66,-79,-71,-79,-77,-87
-68,-77,-76,-65,-72,-77,-56,-66,-77,-78,-79,-78,-79,-75,-75,-79,-66,-66,-79,-71,-79,-77,-87
-68,-77,-75,-65,-72,-77,-56,-66,-77,-78,-79,-78,-79,-74,-75,-79,-66,-66,-79,-71,-79,-78,-87,-79
-68,-75,-75,-65,-72,-77,-56,-66,-77,-78,-79,-78,-79,-74,-74,-79,-66,-66,-79,-71,-79,-78,-86,-79
-68,-75,-75,-65,-72,-77,-56,-66,-77,-78,-79,-78,-79,-74,-74,-79,-66,-66,-79,-71,-79,-78,-85,-79
-68,-75,-75,-66,-72,-77,-56,-66,-77,-78,-79,-78,-79,-74,-74,-79,-66,-66,-79,-71,-79,-78,-85,-79
-68,-76,-75,-66,-72,-77,-56,-66,-76,-78,-79,-78,-79,-74,-75,-79,-66,-66,-79,-71,-79,-79,-85,-79
-68,-76,-75,-67,-72,-77,-55,-66,-77,-77,-79,-78,-79,-74,-77,-79,-66,-66,-79,-71,-79,-79,-85,-79
-68,-76,-75,-67,-72,-76,-55,-66,-77,-77,-79,-78,-79,-75,-76,-79,-66,-66,-79,-71,-79,-79,-86,-79
-68,-77,-77,-65,-72,-77,-56,-66,-77,-77,-79,-78,-79,-74,-76,-79,-66,-66,-79,-71,-79,-79,-86
-68,-77,-77,-66,-74,-77,-58,-66,-76,-77,-79,-78,-79,-74,-76,-79,-66,-66,-79,-71,-79,-79,-86
-68,-76,-77,-66,-74,-77,-58,-67,-76,-76,-79,-78,-79,-74,-76,-79,-66,-66,-79,-71,-79,-79,-86
-68,-76,-76,-66,-74,-77,-58,-67,-77,-76,-79,-78,-79,-74,-76,-79,-66,-66,-79,-71,-79,-85
-68,-76,-76,-65,-74,-77,-55,-68,-76,-76,-79,-78,-79,-74,-76,-79,-66,-66,-79,-71,-79,-85,-79
-68,-76,-76,-65,-74,-77,-55,-68,-76,-77,-79,-77,-79,-74,-76,-79,-66,-66,-79,-71,-79,-85,-79
-68,-76,-76,-64,-74,-77,-56,-67,-77,-77,-79,-77,-79,-74,-76,-79,-66,-66,-79,-71,-79,-86,-79,-79,-87
-68,-76,-77,-66,-74,-77,-56,-68,-77,-77,-79,-77,-79,-73,-75,-79,-66,-66,-79,-71,-79,-86,-79,-79,-87
-68,-76,-77,-64,-74,-76,-58,-68,-76,-77,-79,-77,-79,-73,-75,-79,-66,-66,-79,-71,-79,-86,-79,-79,-87,-79
-69,-76,-77,-64,-75,-76,-57,-68,-76,-77,-81,-77,-79,-73,-75,-79,-66,-66,-79,-71,-79,-86,-79,-79,-87,-79
-69,-76,-77,-64,-74,-77,-61,-69,-76,-77,-81,-77,-79,-73,-76,-79,-66,-66,-79,-71,-87,-79,-87,-79,-79
-69,-77,-77,-64,-74,-77,-58,-69,-76,-77,-80,-77,-78,-73,-75,-79,-66,-66,-79,-71,-87,-79,-87,-79,-79
-69,-77,-77,-64,-74,-76,-60,-69,-76,-77,-79,-77,-78,-75,-75,-79,-66,-66,-79,-71,-87,-79,-79,-79
-69,-77,-77,-64,-75,-76,-57,-68,-76,-77,-79,-77,-78,-74,-74,-79,-66,-66,-79,-73,-87,-79,-79,-79
-69,-77,-77,-65,-74,-76,-59,-68,-76,-77,-79,-77,-78,-74,-75,-79,-66,-66,-79,-73,-87,-79
-69,-76,-77,-65,-75,-76,-59,-68,-77,-77,-79,-77,-78,-75,-74,-79,-66,-66,-79,-73,-85,-79
-68,-76,-77,-64,-74,-76,-56,-68,-77,-77,-79,-77,-78,-74,-74,-79,-66,-79,-73,-86
-68,-77,-77,-64,-74,-77,-55,-68,-77,-78,-79,-77,-78,-74,-75,-79,-66,-79,-73,-86
-68,-76,-77,-64,-75,-77,-55,-68,-77,-78,-79,-77,-78,-73,-76,-79,-66,-79,-73,-85,-79
-68,-77,-77,-65,-75,-77,-57,-69,-77,-78,-79,-77,-78,-73,-77,-79,-66,-79,-84,-79
-68,-77,-77,-64,-75,-77,-60,-69,-77,-78,-79,-77,-78,-73,-77,-79,-66,-79,-82,-79,-65
-68,-76,-77,-65,-76,-77,-59,-69,-76,-78,-79,-77,-78,-73,-76,-79,-66,-79,-81,-79,-65
-68,-76,-77,-65,-76,-77,-59,-68,-77,-78,-79,-77,-78,-72,-75,-79,-66,-79,-81,-79,-65
-68,-76,-77,-65,-75,-77,-57,-68,-76,-78,-79,-77,-79,-72,-74,-79,-66,-79,-80,-79,-65,-79
-68,-75,-77,-64,-75,-77,-59,-68,-76,-78,-79,-77,-79,-72,-75,-79,-66,-79,-80,-65,-79,-79
-68,-76,-77,-65,-75,-77,-60,-68,-77,-78,-79,-77,-79,-72,-75,-79,-66,-79,-79,-65,-79,-79,-79
-68,-76,-77,-65,-74,-77,-61,-68,-77,-78,-79,-77,-79,-72,-75,-79,-66,-79,-79,-65,-79,-79,-79
-68,-75,-77,-64,-74,-77,-61,-68,-77,-78,-79,-77,-79,-72,-75,-79,-66,-79,-78,-65,-79,-79,-79
-68,-76,-76,-64,-74,-77,-60,-68,-77,-78,-79,-77,-79,-72,-75,-79,-66,-79,-78,-65,-79,-79,-79
-68,-76,-77,-64,-74,-77,-61,-68,-76,-78,-79,-77,-79,-72,-74,-79,-66,-79,-78,-65,-79,-79,-79
-68,-76,-77,-65,-74,-77,-60,-67,-76,-78,-79,-77,-79,-72,-74,-79,-66,-79,-78,-65,-79,-79
-68,-76,-77,-64,-73,-77,-58,-67,-76,-78,-79,-77,-79,-72,-75,-79,-66,-79,-78,-65,-79
-67,-76,-77,-65,-73,-77,-59,-67,-76,-78,-79,-76,-79,-72,-75,-79,-66,-79,-79,-65,-79
-67,-77,-77,-65,-73,-77,-56,-68,-76,-78,-79,-77,-79,-72,-74,-79,-66,-79,-78,-65,-79,-78,-79
-67,-77,-77,-64,-73,-78,-54,-68,-77,-78,-79,-76,-79,-72,-74,-79,-66,-79,-79,-65,-78,-79
-67,-77,-77,-65,-73,-78,-57,-68,-77,-78,-79,-77,-79,-72,-74,-79,-66,-79,-79,-65,-78,-79
-67,-77,-77,-65,-73,-78,-56,-68,-77,-78,-79,-77,-79,-72,-74,-79,-66,-79,-79,-65,-78,-79,-78
-67,-77,-76,-65,-74,-78,-56,-68,-77,-78,-79,-77,-79,-72,-75,-79,-66,-79,-79,-65,-78,-79,-78
-67,-76,-77,-65,-74,-78,-54,-68,-76,-78,-79,-77,-79,-72,-74,-81,-66,-79,-81,-65,-78,-79,-78
-67,-76,-77,-65,-74,-78,-54,-68,-76,-78,-79,-77,-79,-72,-74,-81,-66,-79,-81,-65,-78,-78
-68,-76,-77,-65,-74,-78,-54,-68,-77,-78,-79,-77,-79,-72,-73,-81,-66,-81,-65,-78,-78,-79
-67,-76,-77,-64,-74,-78,-54,-68,-76,-78,-79,-77,-79,-72,-73,-81,-66,-81,-65,-78,-78,-79,-89
-67,-76,-77,-65,-73,-78,-54,-68,-77,-78,-79,-77,-79,-72,-74,-81,-66,-82,-65,-79,-89,-79
-67,-76,-77,-65,-73,-78,-54,-68,-77,-78,-79,-77,-79,-72,-74,-81,-66,-82,-65,-79,-89,-79
-67,-76,-77,-64,-73,-78,-59,-68,-77,-78,-79,-77,-79,-72,-75,-81,-66,-83,-65,-79,-89,-79,-79
-67,-76,-77,-64,-73,-78,-58,-67,-77,-78,-79,-77,-79,-72,-74,-81,-66,-83,-65,-79,-89,-79,-79
-67,-75,-77,-64,-73,-78,-56,-67,-77,-78,-79,-77,-78,-72,-74,-81,-66,-83,-65,-79,-89,-79,-79
-67,-76,-77,-64,-73,-78,-57,-67,-77,-77,-79,-77,-78,-72,-75,-81,-66,-82,-65,-79,-89,-79,-79,-79
-68,-77,-76,-64,-73,-78,-58,-67,-77,-77,-79,-77,-78,-72,-75,-81,-66,-82,-65,-79,-89,-79,-79,-79
-67,-77,-76,-64,-73,-78,-56,-68,-77,-77,-79,-77,-78,-72,-75,-81,-66,-82,-65,-79,-89,-79,-79,-79
-67,-77,-77,-64,-73,-78,-58,-68,-77,-77,-79,-77,-78,-72,-75,-81,-66,-82,-65,-79,-89,-79,-79
-67,-77,-77,-65,-73,-78,-61,-68,-77,-76,-79,-77,-78,-72,-74,-81,-66,-82,-65,-79,-79,-79
-67,-77,-77,-64,-73,-78,-61,-68,-77,-76,-79,-76,-78,-72,-75,-81,-66,-81,-65,-79,-79,-79,-89
-67,-77,-77,-64,-73,-78,-60,-68,-77,-77,-79,-76,-78,-72,-75,-81,-66,-81,-65,-79,-79,-89,-89
-67,-77,-77,-65,-73,-78,-57,-68,-77,-77,-79,-77,-78,-72,-74,-81,-66,-81,-65,-79,-79,-89,-89
-67,-76,-77,-64,-73,-78,-56,-67,-77,-77,-79,-77,-78,-72,-74,-81,-66,-81,-65,-81,-79,-89,-89,-87
-67,-76,-77,-64,-74,-79,-57,-68,-77,-77,-79,-77,-78,-72,-74,-81,-66,-80,-65,-81,-79,-89,-89,-87
-67,-76,-77,-65,-74,-79,-57,-68,-77,-77,-79,-77,-78,-72,-76,-82,-66,-80,-65,-81,-79,-89,-89,-87
-68,-77,-76,-65,-74,-79,-58,-68,-77,-77,-79,-77,-78,-72,-76,-82,-66,-80,-65,-81,-81,-89,-89,-87
-68,-77,-76,-65,-74,-79,-60,-67,-77,-77,-79,-77,-78,-72,-76,-83,-66,-80,-65,-81,-81,-89,-87,-77
-68,-77,-76,-64,-74,-79,-59,-67,-77,-77,-79,-77,-78,-72,-76,-83,-66,-80,-65,-81,-81,-89,-86,-79
-68,-76,-76,-64,-74,-79,-56,-67,-77,-77,-79,-77,-78,-72,-75,-82,-66,-80,-65,-81,-81,-89,-86,-79
-68,-76,-76,-63,-73,-79,-56,-67,-77,-77,-79,-77,-78,-72,-74,-82,-66,-65,-81,-81,-89,-86,-79
-67,-77,-75,-63,-73,-79,-55,-67,-77,-77,-79,-77,-79,-72,-74,-81,-66,-65,-81,-83,-89,-86,-79,-79
-68,-76,-75,-63,-74,-79,-54,-67,-77,-77,-79,-78,-79,-72,-77,-81,-66,-65,-81,-84,-86,-79,-79,-89
-68,-75,-75,-63,-74,-79,-55,-67,-77,-77,-79,-78,-79,-72,-77,-81,-66,-65,-80,-84,-86,-79,-79,-89
-68,-75,-75,-63,-75,-79,-54,-67,-77,-77,-79,-78,-79,-72,-77,-81,-66,-65,-80,-84,-79,-79,-89,-79,-87
-68,-75,-75,-63,-74,-79,-56,-67,-77,-78,-79,-78,-79,-72,-77,-81,-66,-65,-80,-84,-79,-79,-89,-79,-87,-89
-68,-75,-76,-63,-74,-79,-57,-66,-77,-78,-79,-78,-79,-72,-78,-81,-66,-65,-80,-85,-79,-79,-89,-79,-87,-89
-68,-75,-76,-64,-75,-77,-58,-66,-77,-78,-79,-78,-79,-72,-78,-81,-66,-80,-85,-79,-79,-87,-89
-68,-74,-76,-65,-74,-77,-58,-66,-77,-78,-79,-78,-79,-72,-78,-81,-66,-80,-85,-79,-79,-87,-89
-68,-74,-76,-64,-74,-77,-59,-66,-77,-78,-79,-78,-79,-72,-78,-81,-80,-84,-79,-79,-87,-89,-65
-68,-74,-76,-65,-74,-77,-58,-66,-77,-78,-79,-78,-79,-72,-78,-81,-80,-84,-79,-87,-65,-65
-68,-74,-76,-65,-74,-77,-59,-67,-77,-79,-79,-78,-79,-72,-77,-81,-80,-84,-81,-87,-65,-65,-79
-68,-75,-75,-64,-74,-77,-60,-67,-77,-79,-79,-78,-79,-72,-77,-81,-82,-84,-81,-87,-65,-65,-79,-79,-78
-68,-77,-75,-65,-74,-77,-59,-67,-77,-79,-79,-78,-79,-72,-76,-81,-81,-84,-81,-65,-65,-79,-79,-78
-68,-77,-76,-65,-74,-77,-59,-68,-77,-79,-79,-78,-79,-72,-76,-80,-81,-84,-81,-65,-66,-79,-79,-78,-78
-68,-76,-76,-65,-73,-77,-56,-68,-77,-79,-79,-78,-79,-72,-76,-80,-81,-85,-81,-65,-66,-79,-79,-78,-78
-68,-76,-76,-65,-74,-77,-55,-67,-77,-79,-79,-78,-79,-72,-76,-80,-81,-85,-81,-65,-66,-79,-79,-78,-78
-68,-76,-77,-65,-75,-77,-54,-67,-77,-79,-79,-78,-79,-72,-76,-80,-81,-85,-65,-66,-79,-79,-79,-78
-68,-77,-77,-64,-75,-77,-56,-67,-77,-79,-79,-78,-79,-72,-77,-80,-81,-86,-65,-66,-79,-79,-78
-67,-76,-77,-64,-74,-77,-55,-67,-77,-79,-79,-78,-79,-72,-77,-80,-81,-86,-65,-66,-79,-79,-78,-79
-67,-75,-77,-65,-74,-77,-56,-67,-77,-79,-79,-78,-79,-72,-77,-80,-81,-86,-65,-79,-79,-79
-68,-75,-77,-65,-74,-77,-56,-67,-77,-79,-79,-78,-79,-73,-77,-80,-81,-85,-79,-79,-79
-68,-76,-77,-65,-76,-77,-57,-67,-77,-79,-79,-78,-79,-73,-77,-80,-81,-85,-79,-79,-79
-68,-76,-77,-65,-76,-77,-57,-67,-77,-79,-79,-78,-79,-73,-77,-80,-81,-85,-79,-79,-79,-65
-67,-76,-76,-65,-77,-77,-56,-67,-77,-79,-79,-78,-79,-72,-77,-80,-81,-85,-79,-79,-79,-65
-67,-76,-77,-65,-77,-77,-56,-67,-77,-79,-79,-78,-79,-72,-77,-80,-80,-85,-79,-79,-79,-65
-67,-77,-77,-65,-77,-77,-55,-67,-77,-79,-79,-78,-79,-72,-77,-80,-80,-86,-79,-79,-81,-65
-67,-77,-77,-65,-77,-77,-54,-68,-77,-79,-79,-78,-79,-72,-77,-80,-80,-86,-79,-79,-81,-65
-67,-77,-77,-63,-76,-77,-54,-68,-77,-79,-79,-78,-79,-72,-78,-79,-79,-85,-79,-79,-81,-65,-65
-68,-76,-77,-63,-77,-77,-54,-68,-77,-79,-79,-78,-79,-72,-78,-79,-79,-85,-79,-79,-82,-65,-65
-68,-75,-77,-63,-77,-77,-56,-68,-77,-79,-79,-78,-79,-72,-78,-79,-79,-85,-79,-79,-81,-65,-65
-68,-75,-77,-62,-77,-77,-57,-68,-77,-79,-79,-78,-79,-72,-78,-79,-79,-85,-79,-79,-80,-65,-65
-67,-76,-77,-63,-77,-77,-57,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-85,-79,-79,-79,-65,-65
-67,-76,-77,-63,-77,-77,-56,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-85,-79,-79,-79,-65,-65
-67,-76,-77,-63,-77,-77,-55,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-85,-79,-79,-79,-65,-65
-68,-75,-77,-64,-77,-77,-56,-67,-77,-79,-79,-78,-79,-73,-78,-79,-79,-79,-79,-79,-65,-65,-79
-68,-75,-77,-64,-76,-77,-56,-67,-77,-79,-79,-78,-79,-73,-78,-79,-79,-79,-79,-79,-65,-65,-83
-68,-75,-77,-64,-77,-77,-55,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-79,-79,-79,-65,-65,-83
-68,-75,-77,-64,-77,-77,-58,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-79,-79,-65,-65,-83,-78
-67,-76,-77,-64,-77,-77,-60,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-79,-65,-65,-83,-78,-79
-67,-76,-77,-65,-77,-77,-61,-67,-77,-79,-79,-78,-80,-72,-78,-79,-79,-79,-65,-65,-83,-78,-79
-67,-75,-77,-64,-77,-77,-62,-67,-77,-79,-79,-78,-80,-72,-78,-79,-79,-79,-65,-65,-82,-78,-79
-67,-76,-77,-64,-77,-77,-63,-67,-77,-79,-79,-78,-80,-72,-78,-79,-79,-79,-65,-82,-78,-79,-89
-67,-76,-77,-63,-77,-77,-60,-67,-77,-79,-79,-78,-79,-72,-77,-79,-79,-79,-82,-78,-79,-89
-67,-75,-77,-63,-77,-77,-58,-67,-77,-79,-79,-78,-79,-72,-76,-79,-79,-79,-82,-78,-79,-89
-68,-76,-77,-64,-77,-77,-58,-67,-77,-79,-79,-78,-79,-72,-79,-79,-79,-79,-82,-78,-79,-89
-68,-76,-77,-64,-77,-77,-56,-67,-77,-79,-79,-78,-79,-72,-77,-79,-79,-82,-78,-79,-89
-68,-76,-77,-64,-76,-77,-56,-67,-77,-79,-79,-78,-79,-72,-77,-79,-79,-82,-78,-79,-89,-65
-68,-76,-77,-64,-77,-77,-55,-67,-77,-79,-79,-78,-79,-72,-77,-79,-79,-78,-79,-89,-65
-68,-76,-77,-64,-77,-77,-58,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-78,-79,-65,-89,-87
-68,-75,-77,-64,-77,-77,-58,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-78,-65,-89,-87
-68,-76,-77,-65,-76,-77,-56,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-78,-65,-89,-87,-77
-68,-76,-77,-65,-76,-77,-54,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-78,-65,-89,-87,-77
-68,-76,-77,-64,-75,-77,-56,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-78,-65,-89,-87,-77
-67,-76,-78,-64,-76,-77,-55,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-78,-65,-89,-87,-77
-67,-76,-78,-65,-76,-77,-57,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-78,-65,-77,-65
-67,-76,-78,-65,-76,-77,-59,-67,-77,-79,-79,-78,-79,-72,-78,-79,-79,-79,-65,-78,-65
-67,-76,-78,-65,-76,-77,-57,-67,-77,-79,-79,-79,-79,-72,-78,-79,-79,-79,-65,-78,-65,-78
